Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Cumulative lab-confirmed cases
"Bristol, City of",E06000023,Upper tier local authority,23/03/2020,9,50
Bromley,E09000006,Upper tier local authority,23/03/2020,35,161
Buckinghamshire,E10000002,Upper tier local authority,23/03/2020,8,104
Bury,E08000002,Upper tier local authority,23/03/2020,3,27
Calderdale,E08000033,Upper tier local authority,23/03/2020,2,9
Cambridgeshire,E10000003,Upper tier local authority,23/03/2020,14,70
Camden,E09000007,Upper tier local authority,23/03/2020,15,102
Central Bedfordshire,E06000056,Upper tier local authority,23/03/2020,10,42
Cheshire East,E06000049,Upper tier local authority,23/03/2020,2,34
Cheshire West and Chester,E06000050,Upper tier local authority,23/03/2020,5,29
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,23/03/2020,6,40
County Durham,E06000047,Upper tier local authority,23/03/2020,10,28
Coventry,E08000026,Upper tier local authority,23/03/2020,11,53
Croydon,E09000008,Upper tier local authority,23/03/2020,36,208
Cumbria,E10000006,Upper tier local authority,23/03/2020,27,182
Darlington,E06000005,Upper tier local authority,23/03/2020,1,4
Derby,E06000015,Upper tier local authority,23/03/2020,16,75
Derbyshire,E10000007,Upper tier local authority,23/03/2020,32,175
Devon,E10000008,Upper tier local authority,23/03/2020,5,57
Doncaster,E08000017,Upper tier local authority,23/03/2020,3,26
Dorset,E06000059,Upper tier local authority,23/03/2020,4,29
Dudley,E08000027,Upper tier local authority,23/03/2020,17,79
Ealing,E09000009,Upper tier local authority,23/03/2020,29,173
East Riding of Yorkshire,E06000011,Upper tier local authority,23/03/2020,5,23
East Sussex,E10000011,Upper tier local authority,23/03/2020,4,36
Enfield,E09000010,Upper tier local authority,23/03/2020,21,131
Essex,E10000012,Upper tier local authority,23/03/2020,51,186
Gateshead,E08000037,Upper tier local authority,23/03/2020,5,10
Gloucestershire,E10000013,Upper tier local authority,23/03/2020,7,65
Greenwich,E09000011,Upper tier local authority,23/03/2020,13,115
Hackney,E09000012,Upper tier local authority,23/03/2020,20,104
Hammersmith and Fulham,E09000013,Upper tier local authority,23/03/2020,14,100
Hampshire,E10000014,Upper tier local authority,23/03/2020,49,297
Haringey,E09000014,Upper tier local authority,23/03/2020,16,109
Harrow,E09000015,Upper tier local authority,23/03/2020,19,165
Havering,E09000016,Upper tier local authority,23/03/2020,10,69
"Herefordshire, County of",E06000019,Upper tier local authority,23/03/2020,6,21
Hertfordshire,E10000015,Upper tier local authority,23/03/2020,58,232
Hillingdon,E09000017,Upper tier local authority,23/03/2020,17,113
Hounslow,E09000018,Upper tier local authority,23/03/2020,17,113
Isle of Wight,E06000046,Upper tier local authority,23/03/2020,2,10
Islington,E09000019,Upper tier local authority,23/03/2020,23,104
Kensington and Chelsea,E09000020,Upper tier local authority,23/03/2020,8,106
Kent,E10000016,Upper tier local authority,23/03/2020,48,172
Kingston upon Thames,E09000021,Upper tier local authority,23/03/2020,11,48
Kirklees,E08000034,Upper tier local authority,23/03/2020,4,28
Knowsley,E08000011,Upper tier local authority,23/03/2020,1,12
Lambeth,E09000022,Upper tier local authority,23/03/2020,28,253
Lancashire,E10000017,Upper tier local authority,23/03/2020,35,120
Leeds,E08000035,Upper tier local authority,23/03/2020,16,67
Leicester,E06000016,Upper tier local authority,23/03/2020,11,44
Leicestershire,E10000018,Upper tier local authority,23/03/2020,18,110
Lewisham,E09000023,Upper tier local authority,23/03/2020,27,149
Lincolnshire,E10000019,Upper tier local authority,23/03/2020,8,43
Liverpool,E08000012,Upper tier local authority,23/03/2020,18,90
Luton,E06000032,Upper tier local authority,23/03/2020,8,42
Manchester,E08000003,Upper tier local authority,23/03/2020,12,58
Medway,E06000035,Upper tier local authority,23/03/2020,11,46
Merton,E09000024,Upper tier local authority,23/03/2020,15,113
Middlesbrough,E06000002,Upper tier local authority,23/03/2020,1,8
Milton Keynes,E06000042,Upper tier local authority,23/03/2020,22,57
Newcastle upon Tyne,E08000021,Upper tier local authority,23/03/2020,18,67
Newham,E09000025,Upper tier local authority,23/03/2020,26,112
Norfolk,E10000020,Upper tier local authority,23/03/2020,12,62
North East Lincolnshire,E06000012,Upper tier local authority,23/03/2020,2,6
North Lincolnshire,E06000013,Upper tier local authority,23/03/2020,1,6
North Tyneside,E08000022,Upper tier local authority,23/03/2020,4,23
North Yorkshire,E10000023,Upper tier local authority,23/03/2020,13,56
Northamptonshire,E10000021,Upper tier local authority,23/03/2020,18,83
Northumberland,E06000057,Upper tier local authority,23/03/2020,7,20
Nottingham,E06000018,Upper tier local authority,23/03/2020,5,55
Nottinghamshire,E10000024,Upper tier local authority,23/03/2020,8,97
Oldham,E08000004,Upper tier local authority,23/03/2020,6,45
Oxfordshire,E10000025,Upper tier local authority,23/03/2020,22,106
Peterborough,E06000031,Upper tier local authority,23/03/2020,3,19
Plymouth,E06000026,Upper tier local authority,23/03/2020,3,19
Portsmouth,E06000044,Upper tier local authority,23/03/2020,9,47
Reading,E06000038,Upper tier local authority,23/03/2020,4,26
Redbridge,E09000026,Upper tier local authority,23/03/2020,18,96
Redcar and Cleveland,E06000003,Upper tier local authority,23/03/2020,2,9
Richmond upon Thames,E09000027,Upper tier local authority,23/03/2020,16,62
Rochdale,E08000005,Upper tier local authority,23/03/2020,10,36
Rotherham,E08000018,Upper tier local authority,23/03/2020,10,38
Rutland,E06000017,Upper tier local authority,23/03/2020,1,1
Salford,E08000006,Upper tier local authority,23/03/2020,11,55
Sandwell,E08000028,Upper tier local authority,23/03/2020,22,95
Sefton,E08000014,Upper tier local authority,23/03/2020,7,27
Sheffield,E08000019,Upper tier local authority,23/03/2020,61,272
Shropshire,E06000051,Upper tier local authority,23/03/2020,3,43
Slough,E06000039,Upper tier local authority,23/03/2020,10,65
Solihull,E08000029,Upper tier local authority,23/03/2020,9,30
Somerset,E10000027,Upper tier local authority,23/03/2020,4,28
South Gloucestershire,E06000025,Upper tier local authority,23/03/2020,8,31
South Tyneside,E08000023,Upper tier local authority,23/03/2020,2,10
Southampton,E06000045,Upper tier local authority,23/03/2020,6,33
Southend-on-Sea,E06000033,Upper tier local authority,23/03/2020,6,19
Southwark,E09000028,Upper tier local authority,23/03/2020,44,253
St. Helens,E08000013,Upper tier local authority,23/03/2020,4,18
Staffordshire,E10000028,Upper tier local authority,23/03/2020,26,138
Stockport,E08000007,Upper tier local authority,23/03/2020,6,55
Stockton-on-Tees,E06000004,Upper tier local authority,23/03/2020,3,15
Stoke-on-Trent,E06000021,Upper tier local authority,23/03/2020,4,15
Suffolk,E10000029,Upper tier local authority,23/03/2020,22,60
Sunderland,E08000024,Upper tier local authority,23/03/2020,6,24
Surrey,E10000030,Upper tier local authority,23/03/2020,51,285
Sutton,E09000029,Upper tier local authority,23/03/2020,25,78
Swindon,E06000030,Upper tier local authority,23/03/2020,3,15
Tameside,E08000008,Upper tier local authority,23/03/2020,3,43
Telford and Wrekin,E06000020,Upper tier local authority,23/03/2020,5,19
Thurrock,E06000034,Upper tier local authority,23/03/2020,9,31
Torbay,E06000027,Upper tier local authority,23/03/2020,2,19
Tower Hamlets,E09000030,Upper tier local authority,23/03/2020,11,89
Trafford,E08000009,Upper tier local authority,23/03/2020,5,50
Wakefield,E08000036,Upper tier local authority,23/03/2020,7,26
Walsall,E08000030,Upper tier local authority,23/03/2020,19,90
Waltham Forest,E09000031,Upper tier local authority,23/03/2020,21,91
Wandsworth,E09000032,Upper tier local authority,23/03/2020,27,211
Warrington,E06000007,Upper tier local authority,23/03/2020,5,15
Warwickshire,E10000031,Upper tier local authority,23/03/2020,28,116
West Berkshire,E06000037,Upper tier local authority,23/03/2020,8,30
West Sussex,E10000032,Upper tier local authority,23/03/2020,14,89
Westminster,E09000033,Upper tier local authority,23/03/2020,22,179
Wigan,E08000010,Upper tier local authority,23/03/2020,3,19
Wiltshire,E06000054,Upper tier local authority,23/03/2020,6,47
Windsor and Maidenhead,E06000040,Upper tier local authority,23/03/2020,7,43
Wirral,E08000015,Upper tier local authority,23/03/2020,7,28
Wokingham,E06000041,Upper tier local authority,23/03/2020,1,25
Wolverhampton,E08000031,Upper tier local authority,23/03/2020,9,112
Worcestershire,E10000034,Upper tier local authority,23/03/2020,14,92
York,E06000014,Upper tier local authority,23/03/2020,1,15
England,E92000001,Country,22/03/2020,1199,9050
West Midlands,E12000005,Region,22/03/2020,114,1000
East of England,E12000006,Region,22/03/2020,87,583
North West,E12000002,Region,22/03/2020,117,817
East Midlands,E12000004,Region,22/03/2020,99,566
South West,E12000009,Region,22/03/2020,43,397
London,E12000007,Region,22/03/2020,432,3517
Yorkshire and The Humber,E12000003,Region,22/03/2020,93,499
North East,E12000001,Region,22/03/2020,20,162
South East,E12000008,Region,22/03/2020,169,1237
Barking and Dagenham,E09000002,Upper tier local authority,22/03/2020,8,61
Barnet,E09000003,Upper tier local authority,22/03/2020,25,177
Barnsley,E08000016,Upper tier local authority,22/03/2020,7,28
Bath and North East Somerset,E06000022,Upper tier local authority,22/03/2020,1,18
Bedford,E06000055,Upper tier local authority,22/03/2020,5,13
Bexley,E09000004,Upper tier local authority,22/03/2020,10,63
Birmingham,E08000025,Upper tier local authority,22/03/2020,27,270
Blackburn with Darwen,E06000008,Upper tier local authority,22/03/2020,1,4
Bolton,E08000001,Upper tier local authority,22/03/2020,3,24
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,22/03/2020,1,16
Bracknell Forest,E06000036,Upper tier local authority,22/03/2020,2,15
Bradford,E08000032,Upper tier local authority,22/03/2020,3,20
Brent,E09000005,Upper tier local authority,22/03/2020,25,188
Brighton and Hove,E06000043,Upper tier local authority,22/03/2020,3,27
"Bristol, City of",E06000023,Upper tier local authority,22/03/2020,5,41
Bromley,E09000006,Upper tier local authority,22/03/2020,24,126
Buckinghamshire,E10000002,Upper tier local authority,22/03/2020,12,96
Bury,E08000002,Upper tier local authority,22/03/2020,7,24
Cambridgeshire,E10000003,Upper tier local authority,22/03/2020,5,56
Camden,E09000007,Upper tier local authority,22/03/2020,11,87
Central Bedfordshire,E06000056,Upper tier local authority,22/03/2020,6,32
Cheshire East,E06000049,Upper tier local authority,22/03/2020,5,32
Cheshire West and Chester,E06000050,Upper tier local authority,22/03/2020,3,24
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,22/03/2020,3,34
County Durham,E06000047,Upper tier local authority,22/03/2020,3,18
Coventry,E08000026,Upper tier local authority,22/03/2020,6,42
Croydon,E09000008,Upper tier local authority,22/03/2020,24,172
Cumbria,E10000006,Upper tier local authority,22/03/2020,16,155
Derby,E06000015,Upper tier local authority,22/03/2020,14,59
Derbyshire,E10000007,Upper tier local authority,22/03/2020,22,143
Devon,E10000008,Upper tier local authority,22/03/2020,4,52
Doncaster,E08000017,Upper tier local authority,22/03/2020,8,23
Dorset,E06000059,Upper tier local authority,22/03/2020,6,25
Dudley,E08000027,Upper tier local authority,22/03/2020,9,62
Ealing,E09000009,Upper tier local authority,22/03/2020,17,144
East Riding of Yorkshire,E06000011,Upper tier local authority,22/03/2020,2,18
East Sussex,E10000011,Upper tier local authority,22/03/2020,4,32
Enfield,E09000010,Upper tier local authority,22/03/2020,18,110
Essex,E10000012,Upper tier local authority,22/03/2020,30,135
Gloucestershire,E10000013,Upper tier local authority,22/03/2020,8,58
Greenwich,E09000011,Upper tier local authority,22/03/2020,6,102
Hackney,E09000012,Upper tier local authority,22/03/2020,14,84
Hammersmith and Fulham,E09000013,Upper tier local authority,22/03/2020,14,86
Hampshire,E10000014,Upper tier local authority,22/03/2020,35,248
Haringey,E09000014,Upper tier local authority,22/03/2020,11,93
Harrow,E09000015,Upper tier local authority,22/03/2020,15,146
Havering,E09000016,Upper tier local authority,22/03/2020,12,59
"Herefordshire, County of",E06000019,Upper tier local authority,22/03/2020,3,15
Hertfordshire,E10000015,Upper tier local authority,22/03/2020,13,174
Hillingdon,E09000017,Upper tier local authority,22/03/2020,10,96
Hounslow,E09000018,Upper tier local authority,22/03/2020,8,96
Isle of Wight,E06000046,Upper tier local authority,22/03/2020,4,8
Islington,E09000019,Upper tier local authority,22/03/2020,8,81
Kensington and Chelsea,E09000020,Upper tier local authority,22/03/2020,6,98
Kent,E10000016,Upper tier local authority,22/03/2020,21,124
Kingston upon Thames,E09000021,Upper tier local authority,22/03/2020,1,37
Kirklees,E08000034,Upper tier local authority,22/03/2020,3,24
Knowsley,E08000011,Upper tier local authority,22/03/2020,2,11
Lambeth,E09000022,Upper tier local authority,22/03/2020,33,225
Lancashire,E10000017,Upper tier local authority,22/03/2020,16,85
Leeds,E08000035,Upper tier local authority,22/03/2020,11,51
Leicester,E06000016,Upper tier local authority,22/03/2020,7,33
Leicestershire,E10000018,Upper tier local authority,22/03/2020,25,92
Lewisham,E09000023,Upper tier local authority,22/03/2020,19,122
Lincolnshire,E10000019,Upper tier local authority,22/03/2020,2,35
Liverpool,E08000012,Upper tier local authority,22/03/2020,13,72
Luton,E06000032,Upper tier local authority,22/03/2020,5,34
Manchester,E08000003,Upper tier local authority,22/03/2020,4,46
Medway,E06000035,Upper tier local authority,22/03/2020,3,35
Merton,E09000024,Upper tier local authority,22/03/2020,8,98
Middlesbrough,E06000002,Upper tier local authority,22/03/2020,2,7
Milton Keynes,E06000042,Upper tier local authority,22/03/2020,2,35
Newcastle upon Tyne,E08000021,Upper tier local authority,22/03/2020,5,49
Newham,E09000025,Upper tier local authority,22/03/2020,13,86
Norfolk,E10000020,Upper tier local authority,22/03/2020,6,50
North East Lincolnshire,E06000012,Upper tier local authority,22/03/2020,1,4
North Tyneside,E08000022,Upper tier local authority,22/03/2020,2,19
North Yorkshire,E10000023,Upper tier local authority,22/03/2020,2,43
Northamptonshire,E10000021,Upper tier local authority,22/03/2020,13,65
Northumberland,E06000057,Upper tier local authority,22/03/2020,3,13
Nottingham,E06000018,Upper tier local authority,22/03/2020,9,50
Nottinghamshire,E10000024,Upper tier local authority,22/03/2020,7,89
Oldham,E08000004,Upper tier local authority,22/03/2020,5,39
Oxfordshire,E10000025,Upper tier local authority,22/03/2020,8,84
Peterborough,E06000031,Upper tier local authority,22/03/2020,4,16
Portsmouth,E06000044,Upper tier local authority,22/03/2020,8,38
Reading,E06000038,Upper tier local authority,22/03/2020,3,22
Redbridge,E09000026,Upper tier local authority,22/03/2020,12,78
Redcar and Cleveland,E06000003,Upper tier local authority,22/03/2020,3,7
Richmond upon Thames,E09000027,Upper tier local authority,22/03/2020,8,46
Rochdale,E08000005,Upper tier local authority,22/03/2020,2,26
Rotherham,E08000018,Upper tier local authority,22/03/2020,9,28
Salford,E08000006,Upper tier local authority,22/03/2020,7,44
Sandwell,E08000028,Upper tier local authority,22/03/2020,13,73
Sefton,E08000014,Upper tier local authority,22/03/2020,4,20
Sheffield,E08000019,Upper tier local authority,22/03/2020,42,211
Shropshire,E06000051,Upper tier local authority,22/03/2020,5,40
Slough,E06000039,Upper tier local authority,22/03/2020,6,55
Solihull,E08000029,Upper tier local authority,22/03/2020,3,21
Somerset,E10000027,Upper tier local authority,22/03/2020,2,24
South Gloucestershire,E06000025,Upper tier local authority,22/03/2020,3,23
Southampton,E06000045,Upper tier local authority,22/03/2020,4,27
Southend-on-Sea,E06000033,Upper tier local authority,22/03/2020,4,13
Southwark,E09000028,Upper tier local authority,22/03/2020,28,209
St. Helens,E08000013,Upper tier local authority,22/03/2020,2,14
