Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Cumulative lab-confirmed cases
Leicester,E06000016,Upper tier local authority,13/03/2020,1,3
Leicestershire,E10000018,Upper tier local authority,13/03/2020,2,15
Lewisham,E09000023,Upper tier local authority,13/03/2020,3,21
Liverpool,E08000012,Upper tier local authority,13/03/2020,2,11
Luton,E06000032,Upper tier local authority,13/03/2020,1,3
Manchester,E08000003,Upper tier local authority,13/03/2020,7,15
Medway,E06000035,Upper tier local authority,13/03/2020,3,11
Merton,E09000024,Upper tier local authority,13/03/2020,7,27
Newcastle upon Tyne,E08000021,Upper tier local authority,13/03/2020,2,7
Newham,E09000025,Upper tier local authority,13/03/2020,3,10
Norfolk,E10000020,Upper tier local authority,13/03/2020,6,9
North Somerset,E06000024,Upper tier local authority,13/03/2020,2,13
North Tyneside,E08000022,Upper tier local authority,13/03/2020,3,5
North Yorkshire,E10000023,Upper tier local authority,13/03/2020,2,10
Northamptonshire,E10000021,Upper tier local authority,13/03/2020,2,17
Northumberland,E06000057,Upper tier local authority,13/03/2020,1,1
Nottingham,E06000018,Upper tier local authority,13/03/2020,4,13
Nottinghamshire,E10000024,Upper tier local authority,13/03/2020,4,23
Oldham,E08000004,Upper tier local authority,13/03/2020,2,9
Oxfordshire,E10000025,Upper tier local authority,13/03/2020,3,27
Plymouth,E06000026,Upper tier local authority,13/03/2020,2,3
Portsmouth,E06000044,Upper tier local authority,13/03/2020,1,3
Redbridge,E09000026,Upper tier local authority,13/03/2020,3,5
Richmond upon Thames,E09000027,Upper tier local authority,13/03/2020,3,7
Rochdale,E08000005,Upper tier local authority,13/03/2020,1,4
Rotherham,E08000018,Upper tier local authority,13/03/2020,1,5
Salford,E08000006,Upper tier local authority,13/03/2020,2,3
Sandwell,E08000028,Upper tier local authority,13/03/2020,2,8
Sheffield,E08000019,Upper tier local authority,13/03/2020,4,24
Slough,E06000039,Upper tier local authority,13/03/2020,3,19
Somerset,E10000027,Upper tier local authority,13/03/2020,3,11
South Gloucestershire,E06000025,Upper tier local authority,13/03/2020,3,12
Southampton,E06000045,Upper tier local authority,13/03/2020,2,5
Southwark,E09000028,Upper tier local authority,13/03/2020,8,53
St. Helens,E08000013,Upper tier local authority,13/03/2020,1,2
Staffordshire,E10000028,Upper tier local authority,13/03/2020,6,16
Stockport,E08000007,Upper tier local authority,13/03/2020,3,9
Suffolk,E10000029,Upper tier local authority,13/03/2020,1,4
Surrey,E10000030,Upper tier local authority,13/03/2020,5,42
Sutton,E09000029,Upper tier local authority,13/03/2020,4,12
Swindon,E06000030,Upper tier local authority,13/03/2020,2,4
Tameside,E08000008,Upper tier local authority,13/03/2020,2,9
Tower Hamlets,E09000030,Upper tier local authority,13/03/2020,3,19
Trafford,E08000009,Upper tier local authority,13/03/2020,2,12
Walsall,E08000030,Upper tier local authority,13/03/2020,2,16
Waltham Forest,E09000031,Upper tier local authority,13/03/2020,2,8
Wandsworth,E09000032,Upper tier local authority,13/03/2020,4,42
Warwickshire,E10000031,Upper tier local authority,13/03/2020,3,20
West Sussex,E10000032,Upper tier local authority,13/03/2020,3,11
Westminster,E09000033,Upper tier local authority,13/03/2020,8,60
Wiltshire,E06000054,Upper tier local authority,13/03/2020,4,13
Wirral,E08000015,Upper tier local authority,13/03/2020,1,6
Wolverhampton,E08000031,Upper tier local authority,13/03/2020,11,29
York,E06000014,Upper tier local authority,13/03/2020,1,4
England,E92000001,Country,12/03/2020,420,1571
West Midlands,E12000005,Region,12/03/2020,52,148
East of England,E12000006,Region,12/03/2020,17,78
North West,E12000002,Region,12/03/2020,39,124
East Midlands,E12000004,Region,12/03/2020,18,96
South West,E12000009,Region,12/03/2020,24,107
London,E12000007,Region,12/03/2020,167,630
Yorkshire and The Humber,E12000003,Region,12/03/2020,14,75
North East,E12000001,Region,12/03/2020,2,17
South East,E12000008,Region,12/03/2020,78,249
Barking and Dagenham,E09000002,Upper tier local authority,12/03/2020,4,8
Barnet,E09000003,Upper tier local authority,12/03/2020,5,32
Bath and North East Somerset,E06000022,Upper tier local authority,12/03/2020,2,3
Bexley,E09000004,Upper tier local authority,12/03/2020,5,13
Birmingham,E08000025,Upper tier local authority,12/03/2020,7,22
Blackpool,E06000009,Upper tier local authority,12/03/2020,1,2
Bolton,E08000001,Upper tier local authority,12/03/2020,1,6
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,12/03/2020,3,8
Bradford,E08000032,Upper tier local authority,12/03/2020,2,5
Brent,E09000005,Upper tier local authority,12/03/2020,9,29
"Bristol, City of",E06000023,Upper tier local authority,12/03/2020,1,5
Bromley,E09000006,Upper tier local authority,12/03/2020,6,16
Buckinghamshire,E10000002,Upper tier local authority,12/03/2020,10,28
Cambridgeshire,E10000003,Upper tier local authority,12/03/2020,4,10
Camden,E09000007,Upper tier local authority,12/03/2020,5,25
Cheshire East,E06000049,Upper tier local authority,12/03/2020,3,5
Cheshire West and Chester,E06000050,Upper tier local authority,12/03/2020,1,6
Coventry,E08000026,Upper tier local authority,12/03/2020,2,7
Croydon,E09000008,Upper tier local authority,12/03/2020,9,16
Cumbria,E10000006,Upper tier local authority,12/03/2020,6,18
Darlington,E06000005,Upper tier local authority,12/03/2020,1,2
Derbyshire,E10000007,Upper tier local authority,12/03/2020,2,21
Devon,E10000008,Upper tier local authority,12/03/2020,2,24
Dorset,E06000059,Upper tier local authority,12/03/2020,2,4
Dudley,E08000027,Upper tier local authority,12/03/2020,4,8
Ealing,E09000009,Upper tier local authority,12/03/2020,4,28
East Riding of Yorkshire,E06000011,Upper tier local authority,12/03/2020,2,6
East Sussex,E10000011,Upper tier local authority,12/03/2020,2,5
Enfield,E09000010,Upper tier local authority,12/03/2020,6,16
Essex,E10000012,Upper tier local authority,12/03/2020,7,18
Gateshead,E08000037,Upper tier local authority,12/03/2020,1,1
Gloucestershire,E10000013,Upper tier local authority,12/03/2020,2,9
Greenwich,E09000011,Upper tier local authority,12/03/2020,6,14
Hackney,E09000012,Upper tier local authority,12/03/2020,6,20
Halton,E06000006,Upper tier local authority,12/03/2020,2,2
Hammersmith and Fulham,E09000013,Upper tier local authority,12/03/2020,1,21
Hampshire,E10000014,Upper tier local authority,12/03/2020,24,53
Haringey,E09000014,Upper tier local authority,12/03/2020,7,19
Harrow,E09000015,Upper tier local authority,12/03/2020,8,20
Havering,E09000016,Upper tier local authority,12/03/2020,1,7
Hertfordshire,E10000015,Upper tier local authority,12/03/2020,2,34
Hillingdon,E09000017,Upper tier local authority,12/03/2020,4,15
Hounslow,E09000018,Upper tier local authority,12/03/2020,1,13
Islington,E09000019,Upper tier local authority,12/03/2020,10,16
Kensington and Chelsea,E09000020,Upper tier local authority,12/03/2020,6,49
Kent,E10000016,Upper tier local authority,12/03/2020,6,23
Kingston upon Thames,E09000021,Upper tier local authority,12/03/2020,1,4
Knowsley,E08000011,Upper tier local authority,12/03/2020,1,1
Lambeth,E09000022,Upper tier local authority,12/03/2020,4,33
Lancashire,E10000017,Upper tier local authority,12/03/2020,5,12
Leeds,E08000035,Upper tier local authority,12/03/2020,1,11
Leicester,E06000016,Upper tier local authority,12/03/2020,1,2
Leicestershire,E10000018,Upper tier local authority,12/03/2020,2,13
Lewisham,E09000023,Upper tier local authority,12/03/2020,9,18
Lincolnshire,E10000019,Upper tier local authority,12/03/2020,3,12
Liverpool,E08000012,Upper tier local authority,12/03/2020,3,9
Medway,E06000035,Upper tier local authority,12/03/2020,1,8
Merton,E09000024,Upper tier local authority,12/03/2020,3,20
Milton Keynes,E06000042,Upper tier local authority,12/03/2020,1,4
Newham,E09000025,Upper tier local authority,12/03/2020,2,7
Norfolk,E10000020,Upper tier local authority,12/03/2020,1,3
North Somerset,E06000024,Upper tier local authority,12/03/2020,5,11
North Yorkshire,E10000023,Upper tier local authority,12/03/2020,3,8
Northamptonshire,E10000021,Upper tier local authority,12/03/2020,3,15
Nottingham,E06000018,Upper tier local authority,12/03/2020,3,9
Nottinghamshire,E10000024,Upper tier local authority,12/03/2020,4,19
Oldham,E08000004,Upper tier local authority,12/03/2020,1,7
Oxfordshire,E10000025,Upper tier local authority,12/03/2020,1,24
Portsmouth,E06000044,Upper tier local authority,12/03/2020,1,2
Reading,E06000038,Upper tier local authority,12/03/2020,1,3
Richmond upon Thames,E09000027,Upper tier local authority,12/03/2020,1,4
Salford,E08000006,Upper tier local authority,12/03/2020,1,1
Sandwell,E08000028,Upper tier local authority,12/03/2020,4,6
Sefton,E08000014,Upper tier local authority,12/03/2020,2,3
Sheffield,E08000019,Upper tier local authority,12/03/2020,2,20
Shropshire,E06000051,Upper tier local authority,12/03/2020,10,22
Slough,E06000039,Upper tier local authority,12/03/2020,6,16
Somerset,E10000027,Upper tier local authority,12/03/2020,3,8
South Gloucestershire,E06000025,Upper tier local authority,12/03/2020,3,9
Southend-on-Sea,E06000033,Upper tier local authority,12/03/2020,1,3
Southwark,E09000028,Upper tier local authority,12/03/2020,10,45
Staffordshire,E10000028,Upper tier local authority,12/03/2020,3,10
Stockport,E08000007,Upper tier local authority,12/03/2020,1,6
Stoke-on-Trent,E06000021,Upper tier local authority,12/03/2020,2,2
Suffolk,E10000029,Upper tier local authority,12/03/2020,2,3
Surrey,E10000030,Upper tier local authority,12/03/2020,16,37
Sutton,E09000029,Upper tier local authority,12/03/2020,2,8
Tameside,E08000008,Upper tier local authority,12/03/2020,4,7
Tower Hamlets,E09000030,Upper tier local authority,12/03/2020,5,16
Trafford,E08000009,Upper tier local authority,12/03/2020,3,10
Wakefield,E08000036,Upper tier local authority,12/03/2020,4,5
Walsall,E08000030,Upper tier local authority,12/03/2020,7,14
Waltham Forest,E09000031,Upper tier local authority,12/03/2020,1,6
Wandsworth,E09000032,Upper tier local authority,12/03/2020,12,38
Warrington,E06000007,Upper tier local authority,12/03/2020,2,3
Warwickshire,E10000031,Upper tier local authority,12/03/2020,4,17
West Berkshire,E06000037,Upper tier local authority,12/03/2020,2,3
West Sussex,E10000032,Upper tier local authority,12/03/2020,1,8
Westminster,E09000033,Upper tier local authority,12/03/2020,14,52
Wigan,E08000010,Upper tier local authority,12/03/2020,1,5
Wiltshire,E06000054,Upper tier local authority,12/03/2020,1,9
Windsor and Maidenhead,E06000040,Upper tier local authority,12/03/2020,4,11
Wirral,E08000015,Upper tier local authority,12/03/2020,1,5
Wokingham,E06000041,Upper tier local authority,12/03/2020,2,10
Wolverhampton,E08000031,Upper tier local authority,12/03/2020,5,18
Worcestershire,E10000034,Upper tier local authority,12/03/2020,4,14
England,E92000001,Country,11/03/2020,367,1151
West Midlands,E12000005,Region,11/03/2020,40,96
East of England,E12000006,Region,11/03/2020,13,61
North West,E12000002,Region,11/03/2020,17,85
East Midlands,E12000004,Region,11/03/2020,25,78
South West,E12000009,Region,11/03/2020,19,83
London,E12000007,Region,11/03/2020,185,463
Yorkshire and The Humber,E12000003,Region,11/03/2020,10,61
North East,E12000001,Region,11/03/2020,1,15
South East,E12000008,Region,11/03/2020,47,171
Barking and Dagenham,E09000002,Upper tier local authority,11/03/2020,1,4
Barnet,E09000003,Upper tier local authority,11/03/2020,11,27
Barnsley,E08000016,Upper tier local authority,11/03/2020,1,3
Bath and North East Somerset,E06000022,Upper tier local authority,11/03/2020,1,1
Bexley,E09000004,Upper tier local authority,11/03/2020,4,8
Birmingham,E08000025,Upper tier local authority,11/03/2020,6,15
Bolton,E08000001,Upper tier local authority,11/03/2020,2,5
Brent,E09000005,Upper tier local authority,11/03/2020,10,20
Bromley,E09000006,Upper tier local authority,11/03/2020,5,10
Buckinghamshire,E10000002,Upper tier local authority,11/03/2020,4,18
Calderdale,E08000033,Upper tier local authority,11/03/2020,2,3
Cambridgeshire,E10000003,Upper tier local authority,11/03/2020,1,6
Camden,E09000007,Upper tier local authority,11/03/2020,10,20
Central Bedfordshire,E06000056,Upper tier local authority,11/03/2020,1,3
Cheshire East,E06000049,Upper tier local authority,11/03/2020,1,2
Cheshire West and Chester,E06000050,Upper tier local authority,11/03/2020,2,5
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,11/03/2020,1,8
Coventry,E08000026,Upper tier local authority,11/03/2020,2,5
Croydon,E09000008,Upper tier local authority,11/03/2020,5,7
Cumbria,E10000006,Upper tier local authority,11/03/2020,3,12
Derby,E06000015,Upper tier local authority,11/03/2020,2,5
Derbyshire,E10000007,Upper tier local authority,11/03/2020,6,19
Devon,E10000008,Upper tier local authority,11/03/2020,1,22
Dorset,E06000059,Upper tier local authority,11/03/2020,1,2
Ealing,E09000009,Upper tier local authority,11/03/2020,10,24
East Riding of Yorkshire,E06000011,Upper tier local authority,11/03/2020,2,4
East Sussex,E10000011,Upper tier local authority,11/03/2020,3,3
Enfield,E09000010,Upper tier local authority,11/03/2020,2,10
Essex,E10000012,Upper tier local authority,11/03/2020,3,11
Gloucestershire,E10000013,Upper tier local authority,11/03/2020,2,7
Greenwich,E09000011,Upper tier local authority,11/03/2020,4,8
Hackney,E09000012,Upper tier local authority,11/03/2020,8,14
Hammersmith and Fulham,E09000013,Upper tier local authority,11/03/2020,11,20
Hampshire,E10000014,Upper tier local authority,11/03/2020,9,29
Haringey,E09000014,Upper tier local authority,11/03/2020,6,12
Harrow,E09000015,Upper tier local authority,11/03/2020,5,12
Havering,E09000016,Upper tier local authority,11/03/2020,3,6
Hertfordshire,E10000015,Upper tier local authority,11/03/2020,6,32
Hillingdon,E09000017,Upper tier local authority,11/03/2020,3,11
Hounslow,E09000018,Upper tier local authority,11/03/2020,6,12
Islington,E09000019,Upper tier local authority,11/03/2020,2,6
Kensington and Chelsea,E09000020,Upper tier local authority,11/03/2020,10,43
Kent,E10000016,Upper tier local authority,11/03/2020,4,17
Kingston upon Thames,E09000021,Upper tier local authority,11/03/2020,1,3
Kirklees,E08000034,Upper tier local authority,11/03/2020,1,3
Lambeth,E09000022,Upper tier local authority,11/03/2020,14,29
Lancashire,E10000017,Upper tier local authority,11/03/2020,2,7
Leeds,E08000035,Upper tier local authority,11/03/2020,3,10
Leicester,E06000016,Upper tier local authority,11/03/2020,1,1
Leicestershire,E10000018,Upper tier local authority,11/03/2020,4,11
Lewisham,E09000023,Upper tier local authority,11/03/2020,5,9
Lincolnshire,E10000019,Upper tier local authority,11/03/2020,2,9
Manchester,E08000003,Upper tier local authority,11/03/2020,1,8
Medway,E06000035,Upper tier local authority,11/03/2020,4,7
Merton,E09000024,Upper tier local authority,11/03/2020,7,17
Newham,E09000025,Upper tier local authority,11/03/2020,3,5
Norfolk,E10000020,Upper tier local authority,11/03/2020,1,2
North Somerset,E06000024,Upper tier local authority,11/03/2020,5,6
Northamptonshire,E10000021,Upper tier local authority,11/03/2020,4,12
Nottinghamshire,E10000024,Upper tier local authority,11/03/2020,6,15
Oxfordshire,E10000025,Upper tier local authority,11/03/2020,5,23
Richmond upon Thames,E09000027,Upper tier local authority,11/03/2020,1,3
Rochdale,E08000005,Upper tier local authority,11/03/2020,1,3
Sandwell,E08000028,Upper tier local authority,11/03/2020,2,2
Shropshire,E06000051,Upper tier local authority,11/03/2020,7,12
Slough,E06000039,Upper tier local authority,11/03/2020,5,10
Solihull,E08000029,Upper tier local authority,11/03/2020,1,1
Somerset,E10000027,Upper tier local authority,11/03/2020,2,5
South Gloucestershire,E06000025,Upper tier local authority,11/03/2020,3,6
Southwark,E09000028,Upper tier local authority,11/03/2020,11,35
St. Helens,E08000013,Upper tier local authority,11/03/2020,1,1
Staffordshire,E10000028,Upper tier local authority,11/03/2020,1,7
Stockport,E08000007,Upper tier local authority,11/03/2020,2,5
Stockton-on-Tees,E06000004,Upper tier local authority,11/03/2020,1,4
Surrey,E10000030,Upper tier local authority,11/03/2020,5,21
Tameside,E08000008,Upper tier local authority,11/03/2020,1,3
Telford and Wrekin,E06000020,Upper tier local authority,11/03/2020,5,6
Thurrock,E06000034,Upper tier local authority,11/03/2020,1,2
Tower Hamlets,E09000030,Upper tier local authority,11/03/2020,1,11
Wakefield,E08000036,Upper tier local authority,11/03/2020,1,1
Walsall,E08000030,Upper tier local authority,11/03/2020,5,7
Waltham Forest,E09000031,Upper tier local authority,11/03/2020,2,5
Wandsworth,E09000032,Upper tier local authority,11/03/2020,10,26
Warwickshire,E10000031,Upper tier local authority,11/03/2020,2,13
West Sussex,E10000032,Upper tier local authority,11/03/2020,2,7
Westminster,E09000033,Upper tier local authority,11/03/2020,14,38
Wiltshire,E06000054,Upper tier local authority,11/03/2020,3,8
Windsor and Maidenhead,E06000040,Upper tier local authority,11/03/2020,3,7
Wirral,E08000015,Upper tier local authority,11/03/2020,1,4
Wokingham,E06000041,Upper tier local authority,11/03/2020,3,8
Wolverhampton,E08000031,Upper tier local authority,11/03/2020,5,13
Worcestershire,E10000034,Upper tier local authority,11/03/2020,4,10
England,E92000001,Country,10/03/2020,222,784
West Midlands,E12000005,Region,10/03/2020,19,56
East of England,E12000006,Region,10/03/2020,14,48
North West,E12000002,Region,10/03/2020,14,68
East Midlands,E12000004,Region,10/03/2020,11,53
South West,E12000009,Region,10/03/2020,10,64
London,E12000007,Region,10/03/2020,92,278
Yorkshire and The Humber,E12000003,Region,10/03/2020,18,51
North East,E12000001,Region,10/03/2020,4,14
South East,E12000008,Region,10/03/2020,34,124
Barnet,E09000003,Upper tier local authority,10/03/2020,3,16
Bexley,E09000004,Upper tier local authority,10/03/2020,2,4
Birmingham,E08000025,Upper tier local authority,10/03/2020,4,9
Blackpool,E06000009,Upper tier local authority,10/03/2020,1,1
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,10/03/2020,2,5
Bradford,E08000032,Upper tier local authority,10/03/2020,2,3
Brent,E09000005,Upper tier local authority,10/03/2020,4,10
Brighton and Hove,E06000043,Upper tier local authority,10/03/2020,2,6
"Bristol, City of",E06000023,Upper tier local authority,10/03/2020,1,4
Bromley,E09000006,Upper tier local authority,10/03/2020,2,5
Buckinghamshire,E10000002,Upper tier local authority,10/03/2020,7,14
Calderdale,E08000033,Upper tier local authority,10/03/2020,1,1
Cambridgeshire,E10000003,Upper tier local authority,10/03/2020,3,5
Camden,E09000007,Upper tier local authority,10/03/2020,2,10
Central Bedfordshire,E06000056,Upper tier local authority,10/03/2020,2,2
Cheshire East,E06000049,Upper tier local authority,10/03/2020,1,1
Cheshire West and Chester,E06000050,Upper tier local authority,10/03/2020,2,3
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,10/03/2020,1,7
Derby,E06000015,Upper tier local authority,10/03/2020,2,3
Derbyshire,E10000007,Upper tier local authority,10/03/2020,2,13
Devon,E10000008,Upper tier local authority,10/03/2020,1,21
Doncaster,E08000017,Upper tier local authority,10/03/2020,2,2
Dorset,E06000059,Upper tier local authority,10/03/2020,1,1
Dudley,E08000027,Upper tier local authority,10/03/2020,1,4
Ealing,E09000009,Upper tier local authority,10/03/2020,6,14
East Riding of Yorkshire,E06000011,Upper tier local authority,10/03/2020,2,2
Enfield,E09000010,Upper tier local authority,10/03/2020,5,8
Essex,E10000012,Upper tier local authority,10/03/2020,2,8
Greenwich,E09000011,Upper tier local authority,10/03/2020,3,4
Hackney,E09000012,Upper tier local authority,10/03/2020,1,6
Hammersmith and Fulham,E09000013,Upper tier local authority,10/03/2020,3,9
Hampshire,E10000014,Upper tier local authority,10/03/2020,2,20
Haringey,E09000014,Upper tier local authority,10/03/2020,3,6
Harrow,E09000015,Upper tier local authority,10/03/2020,1,7
Hertfordshire,E10000015,Upper tier local authority,10/03/2020,5,26
Hillingdon,E09000017,Upper tier local authority,10/03/2020,2,8
Hounslow,E09000018,Upper tier local authority,10/03/2020,2,6
Isle of Wight,E06000046,Upper tier local authority,10/03/2020,1,2
Islington,E09000019,Upper tier local authority,10/03/2020,2,4
Kensington and Chelsea,E09000020,Upper tier local authority,10/03/2020,10,33
Kent,E10000016,Upper tier local authority,10/03/2020,4,13
Kirklees,E08000034,Upper tier local authority,10/03/2020,1,2
Lambeth,E09000022,Upper tier local authority,10/03/2020,8,15
Lewisham,E09000023,Upper tier local authority,10/03/2020,1,4
Lincolnshire,E10000019,Upper tier local authority,10/03/2020,4,7
Liverpool,E08000012,Upper tier local authority,10/03/2020,1,6
Manchester,E08000003,Upper tier local authority,10/03/2020,1,7
Merton,E09000024,Upper tier local authority,10/03/2020,6,10
Newcastle upon Tyne,E08000021,Upper tier local authority,10/03/2020,1,5
Newham,E09000025,Upper tier local authority,10/03/2020,1,2
Norfolk,E10000020,Upper tier local authority,10/03/2020,1,1
North Yorkshire,E10000023,Upper tier local authority,10/03/2020,2,5
Nottingham,E06000018,Upper tier local authority,10/03/2020,2,6
Nottinghamshire,E10000024,Upper tier local authority,10/03/2020,1,9
Oldham,E08000004,Upper tier local authority,10/03/2020,2,6
Oxfordshire,E10000025,Upper tier local authority,10/03/2020,6,18
Plymouth,E06000026,Upper tier local authority,10/03/2020,1,1
Reading,E06000038,Upper tier local authority,10/03/2020,1,2
Redcar and Cleveland,E06000003,Upper tier local authority,10/03/2020,1,1
Rochdale,E08000005,Upper tier local authority,10/03/2020,1,2
Rotherham,E08000018,Upper tier local authority,10/03/2020,1,4
Sheffield,E08000019,Upper tier local authority,10/03/2020,6,18
Shropshire,E06000051,Upper tier local authority,10/03/2020,2,5
Somerset,E10000027,Upper tier local authority,10/03/2020,2,3
Southampton,E06000045,Upper tier local authority,10/03/2020,2,3
Southwark,E09000028,Upper tier local authority,10/03/2020,6,24
Staffordshire,E10000028,Upper tier local authority,10/03/2020,1,6
Stockport,E08000007,Upper tier local authority,10/03/2020,1,3
Stockton-on-Tees,E06000004,Upper tier local authority,10/03/2020,2,3
Surrey,E10000030,Upper tier local authority,10/03/2020,5,16
Sutton,E09000029,Upper tier local authority,10/03/2020,2,6
Tameside,E08000008,Upper tier local authority,10/03/2020,1,2
Telford and Wrekin,E06000020,Upper tier local authority,10/03/2020,1,1
Thurrock,E06000034,Upper tier local authority,10/03/2020,1,1
Tower Hamlets,E09000030,Upper tier local authority,10/03/2020,2,10
Trafford,E08000009,Upper tier local authority,10/03/2020,3,7
Walsall,E08000030,Upper tier local authority,10/03/2020,1,2
Wandsworth,E09000032,Upper tier local authority,10/03/2020,9,16
Warwickshire,E10000031,Upper tier local authority,10/03/2020,3,11
Westminster,E09000033,Upper tier local authority,10/03/2020,6,24
Wiltshire,E06000054,Upper tier local authority,10/03/2020,1,5
Windsor and Maidenhead,E06000040,Upper tier local authority,10/03/2020,2,4
Wokingham,E06000041,Upper tier local authority,10/03/2020,2,5
Wolverhampton,E08000031,Upper tier local authority,10/03/2020,3,8
Worcestershire,E10000034,Upper tier local authority,10/03/2020,3,6
York,E06000014,Upper tier local authority,10/03/2020,1,3
England,E92000001,Country,09/03/2020,125,562
West Midlands,E12000005,Region,09/03/2020,8,37
East of England,E12000006,Region,09/03/2020,4,34
North West,E12000002,Region,09/03/2020,7,54
East Midlands,E12000004,Region,09/03/2020,10,42
South West,E12000009,Region,09/03/2020,5,54
London,E12000007,Region,09/03/2020,54,186
Yorkshire and The Humber,E12000003,Region,09/03/2020,7,33
North East,E12000001,Region,09/03/2020,3,10
South East,E12000008,Region,09/03/2020,24,90
Barking and Dagenham,E09000002,Upper tier local authority,09/03/2020,1,3
Barnet,E09000003,Upper tier local authority,09/03/2020,3,13
Bexley,E09000004,Upper tier local authority,09/03/2020,2,2
Birmingham,E08000025,Upper tier local authority,09/03/2020,1,5
Bracknell Forest,E06000036,Upper tier local authority,09/03/2020,2,3
Brent,E09000005,Upper tier local authority,09/03/2020,3,6
Bromley,E09000006,Upper tier local authority,09/03/2020,1,3
Buckinghamshire,E10000002,Upper tier local authority,09/03/2020,2,7
Camden,E09000007,Upper tier local authority,09/03/2020,2,8
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,09/03/2020,1,6
County Durham,E06000047,Upper tier local authority,09/03/2020,1,1
Croydon,E09000008,Upper tier local authority,09/03/2020,1,2
Cumbria,E10000006,Upper tier local authority,09/03/2020,1,9
Derbyshire,E10000007,Upper tier local authority,09/03/2020,3,11
Dudley,E08000027,Upper tier local authority,09/03/2020,2,3
Enfield,E09000010,Upper tier local authority,09/03/2020,1,3
Essex,E10000012,Upper tier local authority,09/03/2020,1,6
Gloucestershire,E10000013,Upper tier local authority,09/03/2020,1,5
Hackney,E09000012,Upper tier local authority,09/03/2020,2,5
Hammersmith and Fulham,E09000013,Upper tier local authority,09/03/2020,3,6
Hampshire,E10000014,Upper tier local authority,09/03/2020,7,18
Haringey,E09000014,Upper tier local authority,09/03/2020,2,3
Harrow,E09000015,Upper tier local authority,09/03/2020,5,6
Havering,E09000016,Upper tier local authority,09/03/2020,1,3
Hertfordshire,E10000015,Upper tier local authority,09/03/2020,2,21
Kensington and Chelsea,E09000020,Upper tier local authority,09/03/2020,4,23
Kent,E10000016,Upper tier local authority,09/03/2020,2,9
Kirklees,E08000034,Upper tier local authority,09/03/2020,1,1
Lambeth,E09000022,Upper tier local authority,09/03/2020,2,7
Lancashire,E10000017,Upper tier local authority,09/03/2020,1,5
Leeds,E08000035,Upper tier local authority,09/03/2020,3,7
Leicestershire,E10000018,Upper tier local authority,09/03/2020,3,7
Lincolnshire,E10000019,Upper tier local authority,09/03/2020,1,3
Manchester,E08000003,Upper tier local authority,09/03/2020,2,6
Merton,E09000024,Upper tier local authority,09/03/2020,1,4
Newham,E09000025,Upper tier local authority,09/03/2020,1,1
North Somerset,E06000024,Upper tier local authority,09/03/2020,1,1
North Tyneside,E08000022,Upper tier local authority,09/03/2020,1,2
North Yorkshire,E10000023,Upper tier local authority,09/03/2020,1,3
Northamptonshire,E10000021,Upper tier local authority,09/03/2020,2,8
Nottingham,E06000018,Upper tier local authority,09/03/2020,1,4
Oxfordshire,E10000025,Upper tier local authority,09/03/2020,3,12
Portsmouth,E06000044,Upper tier local authority,09/03/2020,1,1
Rochdale,E08000005,Upper tier local authority,09/03/2020,1,1
Rotherham,E08000018,Upper tier local authority,09/03/2020,2,3
Sefton,E08000014,Upper tier local authority,09/03/2020,1,1
Shropshire,E06000051,Upper tier local authority,09/03/2020,1,3
Slough,E06000039,Upper tier local authority,09/03/2020,1,5
South Gloucestershire,E06000025,Upper tier local authority,09/03/2020,2,3
Southend-on-Sea,E06000033,Upper tier local authority,09/03/2020,1,2
Southwark,E09000028,Upper tier local authority,09/03/2020,7,18
Staffordshire,E10000028,Upper tier local authority,09/03/2020,1,5
Stockton-on-Tees,E06000004,Upper tier local authority,09/03/2020,1,1
Surrey,E10000030,Upper tier local authority,09/03/2020,3,11
Sutton,E09000029,Upper tier local authority,09/03/2020,1,4
Tower Hamlets,E09000030,Upper tier local authority,09/03/2020,2,8
Waltham Forest,E09000031,Upper tier local authority,09/03/2020,1,3
Wandsworth,E09000032,Upper tier local authority,09/03/2020,2,7
Warrington,E06000007,Upper tier local authority,09/03/2020,1,1
Warwickshire,E10000031,Upper tier local authority,09/03/2020,1,8
West Sussex,E10000032,Upper tier local authority,09/03/2020,2,5
Westminster,E09000033,Upper tier local authority,09/03/2020,6,18
Windsor and Maidenhead,E06000040,Upper tier local authority,09/03/2020,1,2
Worcestershire,E10000034,Upper tier local authority,09/03/2020,2,3
England,E92000001,Country,08/03/2020,50,437
West Midlands,E12000005,Region,08/03/2020,4,29
East of England,E12000006,Region,08/03/2020,2,30
North West,E12000002,Region,08/03/2020,5,47
East Midlands,E12000004,Region,08/03/2020,1,32
South West,E12000009,Region,08/03/2020,3,49
London,E12000007,Region,08/03/2020,22,132
Yorkshire and The Humber,E12000003,Region,08/03/2020,3,26
South East,E12000008,Region,08/03/2020,10,66
Barking and Dagenham,E09000002,Upper tier local authority,08/03/2020,1,2
Barnet,E09000003,Upper tier local authority,08/03/2020,1,10
Birmingham,E08000025,Upper tier local authority,08/03/2020,1,4
