"","Area.name","Area.code","Area.type","Specimen.date","Daily.lab.confirmed.cases","Cumulative.lab.confirmed.cases"
"3203","Milton Keynes","E06000042","Upper tier local authority","2020-04-01",14,163
"3204","Middlesbrough","E06000002","Upper tier local authority","2020-04-01",23,110
"3205","Merton","E09000024","Upper tier local authority","2020-04-01",27,302
"3206","Medway","E06000035","Upper tier local authority","2020-04-01",33,169
"3207","Manchester","E08000003","Upper tier local authority","2020-04-01",28,256
"3208","Luton","E06000032","Upper tier local authority","2020-04-01",17,168
"3209","Liverpool","E08000012","Upper tier local authority","2020-04-01",46,393
"3210","Lincolnshire","E10000019","Upper tier local authority","2020-04-01",33,230
"3211","Lewisham","E09000023","Upper tier local authority","2020-04-01",35,393
"3212","Leicestershire","E10000018","Upper tier local authority","2020-04-01",45,297
"3213","Leicester","E06000016","Upper tier local authority","2020-04-01",33,167
"3214","Leeds","E08000035","Upper tier local authority","2020-04-01",31,268
"3215","Lancashire","E10000017","Upper tier local authority","2020-04-01",91,658
"3216","Lambeth","E09000022","Upper tier local authority","2020-04-01",49,597
"3217","Knowsley","E08000011","Upper tier local authority","2020-04-01",18,116
"3218","Kirklees","E08000034","Upper tier local authority","2020-04-01",24,151
"3219","Kingston upon Thames","E09000021","Upper tier local authority","2020-04-01",9,160
"3220","Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-04-01",5,26
"3221","Kent","E10000016","Upper tier local authority","2020-04-01",111,747
"3222","Kensington and Chelsea","E09000020","Upper tier local authority","2020-04-01",16,243
"3223","Islington","E09000019","Upper tier local authority","2020-04-01",17,227
"3224","Isle of Wight","E06000046","Upper tier local authority","2020-04-01",7,26
"3225","Hounslow","E09000018","Upper tier local authority","2020-04-01",32,288
"3226","Hillingdon","E09000017","Upper tier local authority","2020-04-01",22,298
"3227","Hertfordshire","E10000015","Upper tier local authority","2020-04-01",84,789
"3228","Herefordshire, County of","E06000019","Upper tier local authority","2020-04-01",6,55
"3229","Havering","E09000016","Upper tier local authority","2020-04-01",29,205
"3230","Hartlepool","E06000001","Upper tier local authority","2020-04-01",3,23
"3231","Harrow","E09000015","Upper tier local authority","2020-04-01",23,417
"3232","Haringey","E09000014","Upper tier local authority","2020-04-01",22,259
"3233","Hampshire","E10000014","Upper tier local authority","2020-04-01",71,849
"3234","Hammersmith and Fulham","E09000013","Upper tier local authority","2020-04-01",26,238
"3235","Halton","E06000006","Upper tier local authority","2020-04-01",8,65
"3236","Hackney","E09000012","Upper tier local authority","2020-04-01",32,285
"3237","Greenwich","E09000011","Upper tier local authority","2020-04-01",29,280
"3238","Gloucestershire","E10000013","Upper tier local authority","2020-04-01",34,274
"3239","Gateshead","E08000037","Upper tier local authority","2020-04-01",33,135
"3240","Essex","E10000012","Upper tier local authority","2020-04-01",108,806
"3241","Enfield","E09000010","Upper tier local authority","2020-04-01",27,316
"3242","East Sussex","E10000011","Upper tier local authority","2020-04-01",21,165
"3243","East Riding of Yorkshire","E06000011","Upper tier local authority","2020-04-01",9,86
"3244","Ealing","E09000009","Upper tier local authority","2020-04-01",26,447
"3245","Dudley","E08000027","Upper tier local authority","2020-04-01",18,256
"3246","Dorset","E06000059","Upper tier local authority","2020-04-01",15,97
"3247","Doncaster","E08000017","Upper tier local authority","2020-04-01",17,143
"3248","Devon","E10000008","Upper tier local authority","2020-04-01",25,177
"3249","Derbyshire","E10000007","Upper tier local authority","2020-04-01",51,469
"3250","Derby","E06000015","Upper tier local authority","2020-04-01",30,240
"3251","Darlington","E06000005","Upper tier local authority","2020-04-01",4,32
"3252","Cumbria","E10000006","Upper tier local authority","2020-04-01",74,633
"3253","Croydon","E09000008","Upper tier local authority","2020-04-01",55,570
"3254","Coventry","E08000026","Upper tier local authority","2020-04-01",28,235
"3255","County Durham","E06000047","Upper tier local authority","2020-04-01",52,200
"3256","Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-04-01",21,147
"3257","Cheshire West and Chester","E06000050","Upper tier local authority","2020-04-01",29,157
"3258","Cheshire East","E06000049","Upper tier local authority","2020-04-01",31,159
"3259","Central Bedfordshire","E06000056","Upper tier local authority","2020-04-01",14,136
"3260","Camden","E09000007","Upper tier local authority","2020-04-01",19,264
"3261","Cambridgeshire","E10000003","Upper tier local authority","2020-04-01",13,214
"3262","Calderdale","E08000033","Upper tier local authority","2020-04-01",6,63
"3263","Bury","E08000002","Upper tier local authority","2020-04-01",16,116
"3264","Buckinghamshire","E10000002","Upper tier local authority","2020-04-01",19,266
"3265","Bromley","E09000006","Upper tier local authority","2020-04-01",49,461
"3266","Bristol, City of","E06000023","Upper tier local authority","2020-04-01",17,168
"3267","Brighton and Hove","E06000043","Upper tier local authority","2020-04-01",19,113
"3268","Brent","E09000005","Upper tier local authority","2020-04-01",55,644
"3269","Bradford","E08000032","Upper tier local authority","2020-04-01",21,170
"3270","Bracknell Forest","E06000036","Upper tier local authority","2020-04-01",10,56
"3271","Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-04-01",15,92
"3272","Bolton","E08000001","Upper tier local authority","2020-04-01",25,127
"3273","Blackpool","E06000009","Upper tier local authority","2020-04-01",5,49
"3274","Blackburn with Darwen","E06000008","Upper tier local authority","2020-04-01",8,54
"3275","Birmingham","E08000025","Upper tier local authority","2020-04-01",108,1171
"3276","Bexley","E09000004","Upper tier local authority","2020-04-01",29,230
"3277","Bedford","E06000055","Upper tier local authority","2020-04-01",11,101
"3278","Bath and North East Somerset","E06000022","Upper tier local authority","2020-04-01",5,57
"3279","Barnsley","E08000016","Upper tier local authority","2020-04-01",26,205
"3280","Barnet","E09000003","Upper tier local authority","2020-04-01",37,587
"3281","Barking and Dagenham","E09000002","Upper tier local authority","2020-04-01",21,185
"3282","Yorkshire and The Humber","E12000003","Region","2020-04-01",298,2625
"3283","West Midlands","E12000005","Region","2020-04-01",411,4258
"3284","South West","E12000009","Region","2020-04-01",183,1569
"3285","South East","E12000008","Region","2020-04-01",546,4824
"3286","North West","E12000002","Region","2020-04-01",615,4551
"3287","North East","E12000001","Region","2020-04-01",306,1478
"3288","London","E12000007","Region","2020-04-01",959,11057
"3289","East of England","E12000006","Region","2020-04-01",330,2946
"3290","East Midlands","E12000004","Region","2020-04-01",296,2291
"3291","England","E92000001","Nation","2020-04-01",4074,36747
"3292","York","E06000014","Upper tier local authority","2020-03-31",5,39
"3293","Worcestershire","E10000034","Upper tier local authority","2020-03-31",37,321
"3294","Wolverhampton","E08000031","Upper tier local authority","2020-03-31",23,260
"3295","Wokingham","E06000041","Upper tier local authority","2020-03-31",8,86
"3296","Wirral","E08000015","Upper tier local authority","2020-03-31",16,139
"3297","Windsor and Maidenhead","E06000040","Upper tier local authority","2020-03-31",7,90
"3298","Wiltshire","E06000054","Upper tier local authority","2020-03-31",10,118
"3299","Wigan","E08000010","Upper tier local authority","2020-03-31",24,123
"3300","Westminster","E09000033","Upper tier local authority","2020-03-31",12,325
"3301","West Sussex","E10000032","Upper tier local authority","2020-03-31",32,268
"3302","West Berkshire","E06000037","Upper tier local authority","2020-03-31",4,73
"3303","Warwickshire","E10000031","Upper tier local authority","2020-03-31",20,307
"3304","Warrington","E06000007","Upper tier local authority","2020-03-31",19,87
"3305","Wandsworth","E09000032","Upper tier local authority","2020-03-31",41,456
"3306","Waltham Forest","E09000031","Upper tier local authority","2020-03-31",36,292
"3307","Walsall","E08000030","Upper tier local authority","2020-03-31",30,273
"3308","Wakefield","E08000036","Upper tier local authority","2020-03-31",16,116
"3309","Trafford","E08000009","Upper tier local authority","2020-03-31",13,146
"3310","Tower Hamlets","E09000030","Upper tier local authority","2020-03-31",25,261
"3311","Torbay","E06000027","Upper tier local authority","2020-03-31",7,49
"3312","Thurrock","E06000034","Upper tier local authority","2020-03-31",10,93
"3313","Telford and Wrekin","E06000020","Upper tier local authority","2020-03-31",6,67
"3314","Tameside","E08000008","Upper tier local authority","2020-03-31",18,116
"3315","Swindon","E06000030","Upper tier local authority","2020-03-31",4,46
"3316","Sutton","E09000029","Upper tier local authority","2020-03-31",19,211
"3317","Surrey","E10000030","Upper tier local authority","2020-03-31",65,760
"3318","Sunderland","E08000024","Upper tier local authority","2020-03-31",46,163
"3319","Suffolk","E10000029","Upper tier local authority","2020-03-31",26,190
"3320","Stoke-on-Trent","E06000021","Upper tier local authority","2020-03-31",3,71
"3321","Stockton-on-Tees","E06000004","Upper tier local authority","2020-03-31",8,72
"3322","Stockport","E08000007","Upper tier local authority","2020-03-31",18,160
"3323","Staffordshire","E10000028","Upper tier local authority","2020-03-31",41,419
"3324","St. Helens","E08000013","Upper tier local authority","2020-03-31",18,137
"3325","Southwark","E09000028","Upper tier local authority","2020-03-31",34,545
"3326","Southend-on-Sea","E06000033","Upper tier local authority","2020-03-31",15,87
"3327","Southampton","E06000045","Upper tier local authority","2020-03-31",20,126
"3328","South Tyneside","E08000023","Upper tier local authority","2020-03-31",13,60
"3329","South Gloucestershire","E06000025","Upper tier local authority","2020-03-31",11,102
"3330","Somerset","E10000027","Upper tier local authority","2020-03-31",8,78
"3331","Solihull","E08000029","Upper tier local authority","2020-03-31",17,168
"3332","Slough","E06000039","Upper tier local authority","2020-03-31",6,129
"3333","Shropshire","E06000051","Upper tier local authority","2020-03-31",9,125
"3334","Sheffield","E08000019","Upper tier local authority","2020-03-31",110,766
"3335","Sefton","E08000014","Upper tier local authority","2020-03-31",33,156
"3336","Sandwell","E08000028","Upper tier local authority","2020-03-31",35,279
"3337","Salford","E08000006","Upper tier local authority","2020-03-31",29,191
"3338","Rutland","E06000017","Upper tier local authority","2020-03-31",2,6
"3339","Rotherham","E08000018","Upper tier local authority","2020-03-31",29,184
"3340","Rochdale","E08000005","Upper tier local authority","2020-03-31",19,127
"3341","Richmond upon Thames","E09000027","Upper tier local authority","2020-03-31",16,176
"3342","Redcar and Cleveland","E06000003","Upper tier local authority","2020-03-31",8,63
"3343","Redbridge","E09000026","Upper tier local authority","2020-03-31",26,241
"3344","Reading","E06000038","Upper tier local authority","2020-03-31",5,82
"3345","Portsmouth","E06000044","Upper tier local authority","2020-03-31",1,85
"3346","Plymouth","E06000026","Upper tier local authority","2020-03-31",2,58
"3347","Peterborough","E06000031","Upper tier local authority","2020-03-31",4,50
"3348","Oxfordshire","E10000025","Upper tier local authority","2020-03-31",51,330
"3349","Oldham","E08000004","Upper tier local authority","2020-03-31",13,150
"3350","Nottinghamshire","E10000024","Upper tier local authority","2020-03-31",40,334
"3351","Nottingham","E06000018","Upper tier local authority","2020-03-31",14,132
"3352","Northumberland","E06000057","Upper tier local authority","2020-03-31",17,95
"3353","Northamptonshire","E10000021","Upper tier local authority","2020-03-31",48,312
"3354","North Yorkshire","E10000023","Upper tier local authority","2020-03-31",19,184
"3355","North Tyneside","E08000022","Upper tier local authority","2020-03-31",19,94
"3356","North Somerset","E06000024","Upper tier local authority","2020-03-31",4,55
"3357","North Lincolnshire","E06000013","Upper tier local authority","2020-03-31",8,34
"3358","North East Lincolnshire","E06000012","Upper tier local authority","2020-03-31",2,31
"3359","Norfolk","E10000020","Upper tier local authority","2020-03-31",25,229
"3360","Newham","E09000025","Upper tier local authority","2020-03-31",44,370
"3361","Newcastle upon Tyne","E08000021","Upper tier local authority","2020-03-31",34,240
"3362","Milton Keynes","E06000042","Upper tier local authority","2020-03-31",17,149
"3363","Middlesbrough","E06000002","Upper tier local authority","2020-03-31",15,87
"3364","Merton","E09000024","Upper tier local authority","2020-03-31",28,275
"3365","Medway","E06000035","Upper tier local authority","2020-03-31",17,136
"3366","Manchester","E08000003","Upper tier local authority","2020-03-31",33,228
"3367","Luton","E06000032","Upper tier local authority","2020-03-31",26,151
"3368","Liverpool","E08000012","Upper tier local authority","2020-03-31",41,347
"3369","Lincolnshire","E10000019","Upper tier local authority","2020-03-31",26,197
"3370","Lewisham","E09000023","Upper tier local authority","2020-03-31",38,358
"3371","Leicestershire","E10000018","Upper tier local authority","2020-03-31",44,252
"3372","Leicester","E06000016","Upper tier local authority","2020-03-31",27,134
"3373","Leeds","E08000035","Upper tier local authority","2020-03-31",24,237
"3374","Lancashire","E10000017","Upper tier local authority","2020-03-31",87,567
"3375","Lambeth","E09000022","Upper tier local authority","2020-03-31",40,548
"3376","Knowsley","E08000011","Upper tier local authority","2020-03-31",14,98
"3377","Kirklees","E08000034","Upper tier local authority","2020-03-31",19,127
"3378","Kingston upon Thames","E09000021","Upper tier local authority","2020-03-31",12,151
"3379","Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-03-31",2,21
"3380","Kent","E10000016","Upper tier local authority","2020-03-31",93,636
"3381","Kensington and Chelsea","E09000020","Upper tier local authority","2020-03-31",18,227
"3382","Islington","E09000019","Upper tier local authority","2020-03-31",16,210
"3383","Isle of Wight","E06000046","Upper tier local authority","2020-03-31",1,19
"3384","Hounslow","E09000018","Upper tier local authority","2020-03-31",22,256
"3385","Hillingdon","E09000017","Upper tier local authority","2020-03-31",33,276
"3386","Hertfordshire","E10000015","Upper tier local authority","2020-03-31",77,705
"3387","Herefordshire, County of","E06000019","Upper tier local authority","2020-03-31",9,49
"3388","Havering","E09000016","Upper tier local authority","2020-03-31",26,176
"3389","Hartlepool","E06000001","Upper tier local authority","2020-03-31",3,20
"3390","Harrow","E09000015","Upper tier local authority","2020-03-31",27,394
"3391","Haringey","E09000014","Upper tier local authority","2020-03-31",18,237
"3392","Hampshire","E10000014","Upper tier local authority","2020-03-31",78,778
"3393","Hammersmith and Fulham","E09000013","Upper tier local authority","2020-03-31",17,212
"3394","Halton","E06000006","Upper tier local authority","2020-03-31",9,57
"3395","Hackney","E09000012","Upper tier local authority","2020-03-31",31,253
"3396","Greenwich","E09000011","Upper tier local authority","2020-03-31",30,251
"3397","Gloucestershire","E10000013","Upper tier local authority","2020-03-31",30,240
"3398","Gateshead","E08000037","Upper tier local authority","2020-03-31",19,102
"3399","Essex","E10000012","Upper tier local authority","2020-03-31",87,698
"3400","Enfield","E09000010","Upper tier local authority","2020-03-31",26,289
"3401","East Sussex","E10000011","Upper tier local authority","2020-03-31",27,144
"3402","East Riding of Yorkshire","E06000011","Upper tier local authority","2020-03-31",15,77
"3403","Ealing","E09000009","Upper tier local authority","2020-03-31",39,421
"3404","Dudley","E08000027","Upper tier local authority","2020-03-31",22,238
"3405","Dorset","E06000059","Upper tier local authority","2020-03-31",5,82
"3406","Doncaster","E08000017","Upper tier local authority","2020-03-31",14,126
"3407","Devon","E10000008","Upper tier local authority","2020-03-31",15,152
"3408","Derbyshire","E10000007","Upper tier local authority","2020-03-31",51,418
"3409","Derby","E06000015","Upper tier local authority","2020-03-31",24,210
"3410","Darlington","E06000005","Upper tier local authority","2020-03-31",2,28
"3411","Cumbria","E10000006","Upper tier local authority","2020-03-31",68,559
"3412","Croydon","E09000008","Upper tier local authority","2020-03-31",47,515
"3413","Coventry","E08000026","Upper tier local authority","2020-03-31",29,207
"3414","County Durham","E06000047","Upper tier local authority","2020-03-31",22,148
"3415","Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-03-31",20,126
"3416","City of London","E09000001","Upper tier local authority","2020-03-31",1,11
"3417","Cheshire West and Chester","E06000050","Upper tier local authority","2020-03-31",18,128
"3418","Cheshire East","E06000049","Upper tier local authority","2020-03-31",18,128
"3419","Central Bedfordshire","E06000056","Upper tier local authority","2020-03-31",19,122
"3420","Camden","E09000007","Upper tier local authority","2020-03-31",18,245
"3421","Cambridgeshire","E10000003","Upper tier local authority","2020-03-31",20,201
"3422","Calderdale","E08000033","Upper tier local authority","2020-03-31",5,57
"3423","Bury","E08000002","Upper tier local authority","2020-03-31",6,100
"3424","Buckinghamshire","E10000002","Upper tier local authority","2020-03-31",23,247
"3425","Bromley","E09000006","Upper tier local authority","2020-03-31",44,412
"3426","Bristol, City of","E06000023","Upper tier local authority","2020-03-31",18,151
"3427","Brighton and Hove","E06000043","Upper tier local authority","2020-03-31",6,94
"3428","Brent","E09000005","Upper tier local authority","2020-03-31",45,589
"3429","Bradford","E08000032","Upper tier local authority","2020-03-31",20,149
"3430","Bracknell Forest","E06000036","Upper tier local authority","2020-03-31",9,46
"3431","Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-03-31",6,77
"3432","Bolton","E08000001","Upper tier local authority","2020-03-31",22,102
"3433","Blackpool","E06000009","Upper tier local authority","2020-03-31",12,44
"3434","Blackburn with Darwen","E06000008","Upper tier local authority","2020-03-31",8,46
"3435","Birmingham","E08000025","Upper tier local authority","2020-03-31",131,1063
"3436","Bexley","E09000004","Upper tier local authority","2020-03-31",20,201
"3437","Bedford","E06000055","Upper tier local authority","2020-03-31",13,90
"3438","Barnsley","E08000016","Upper tier local authority","2020-03-31",33,179
"3439","Barnet","E09000003","Upper tier local authority","2020-03-31",45,550
"3440","Barking and Dagenham","E09000002","Upper tier local authority","2020-03-31",18,164
"3441","Yorkshire and The Humber","E12000003","Region","2020-03-31",321,2327
"3442","West Midlands","E12000005","Region","2020-03-31",412,3847
"3443","South West","E12000009","Region","2020-03-31",140,1386
"3444","South East","E12000008","Region","2020-03-31",470,4278
"3445","North West","E12000002","Region","2020-03-31",556,3936
"3446","North East","E12000001","Region","2020-03-31",206,1172
"3447","London","E12000007","Region","2020-03-31",912,10098
"3448","East of England","E12000006","Region","2020-03-31",322,2616
"3449","East Midlands","E12000004","Region","2020-03-31",276,1995
"3450","England","E92000001","Nation","2020-03-31",3754,32673
"3451","York","E06000014","Upper tier local authority","2020-03-30",4,34
"3452","Worcestershire","E10000034","Upper tier local authority","2020-03-30",45,284
"3453","Wolverhampton","E08000031","Upper tier local authority","2020-03-30",21,237
"3454","Wokingham","E06000041","Upper tier local authority","2020-03-30",15,78
"3455","Wirral","E08000015","Upper tier local authority","2020-03-30",18,123
"3456","Windsor and Maidenhead","E06000040","Upper tier local authority","2020-03-30",9,83
"3457","Wiltshire","E06000054","Upper tier local authority","2020-03-30",13,108
"3458","Wigan","E08000010","Upper tier local authority","2020-03-30",19,99
"3459","Westminster","E09000033","Upper tier local authority","2020-03-30",26,313
"3460","West Sussex","E10000032","Upper tier local authority","2020-03-30",32,236
"3461","West Berkshire","E06000037","Upper tier local authority","2020-03-30",11,69
"3462","Warwickshire","E10000031","Upper tier local authority","2020-03-30",40,287
"3463","Warrington","E06000007","Upper tier local authority","2020-03-30",18,68
"3464","Wandsworth","E09000032","Upper tier local authority","2020-03-30",26,415
"3465","Waltham Forest","E09000031","Upper tier local authority","2020-03-30",24,256
"3466","Walsall","E08000030","Upper tier local authority","2020-03-30",27,243
"3467","Wakefield","E08000036","Upper tier local authority","2020-03-30",11,100
"3468","Trafford","E08000009","Upper tier local authority","2020-03-30",19,133
"3469","Tower Hamlets","E09000030","Upper tier local authority","2020-03-30",15,236
"3470","Torbay","E06000027","Upper tier local authority","2020-03-30",5,42
"3471","Thurrock","E06000034","Upper tier local authority","2020-03-30",10,83
"3472","Telford and Wrekin","E06000020","Upper tier local authority","2020-03-30",6,61
"3473","Tameside","E08000008","Upper tier local authority","2020-03-30",10,98
"3474","Swindon","E06000030","Upper tier local authority","2020-03-30",6,42
"3475","Sutton","E09000029","Upper tier local authority","2020-03-30",23,192
"3476","Surrey","E10000030","Upper tier local authority","2020-03-30",100,695
"3477","Sunderland","E08000024","Upper tier local authority","2020-03-30",29,117
"3478","Suffolk","E10000029","Upper tier local authority","2020-03-30",23,164
"3479","Stoke-on-Trent","E06000021","Upper tier local authority","2020-03-30",14,68
"3480","Stockton-on-Tees","E06000004","Upper tier local authority","2020-03-30",16,64
"3481","Stockport","E08000007","Upper tier local authority","2020-03-30",23,142
"3482","Staffordshire","E10000028","Upper tier local authority","2020-03-30",41,378
"3483","St. Helens","E08000013","Upper tier local authority","2020-03-30",23,119
"3484","Southwark","E09000028","Upper tier local authority","2020-03-30",52,511
"3485","Southend-on-Sea","E06000033","Upper tier local authority","2020-03-30",13,72
"3486","Southampton","E06000045","Upper tier local authority","2020-03-30",18,106
"3487","South Tyneside","E08000023","Upper tier local authority","2020-03-30",13,47
"3488","South Gloucestershire","E06000025","Upper tier local authority","2020-03-30",15,91
"3489","Somerset","E10000027","Upper tier local authority","2020-03-30",9,70
"3490","Solihull","E08000029","Upper tier local authority","2020-03-30",14,151
"3491","Slough","E06000039","Upper tier local authority","2020-03-30",10,123
"3492","Shropshire","E06000051","Upper tier local authority","2020-03-30",8,116
"3493","Sheffield","E08000019","Upper tier local authority","2020-03-30",75,656
"3494","Sefton","E08000014","Upper tier local authority","2020-03-30",19,123
"3495","Sandwell","E08000028","Upper tier local authority","2020-03-30",35,244
"3496","Salford","E08000006","Upper tier local authority","2020-03-30",21,162
"3497","Rotherham","E08000018","Upper tier local authority","2020-03-30",27,155
"3498","Rochdale","E08000005","Upper tier local authority","2020-03-30",11,108
"3499","Richmond upon Thames","E09000027","Upper tier local authority","2020-03-30",12,160
"3500","Redcar and Cleveland","E06000003","Upper tier local authority","2020-03-30",7,55
"3501","Redbridge","E09000026","Upper tier local authority","2020-03-30",24,215
"3502","Reading","E06000038","Upper tier local authority","2020-03-30",10,77
"3503","Portsmouth","E06000044","Upper tier local authority","2020-03-30",4,84
"3504","Plymouth","E06000026","Upper tier local authority","2020-03-30",7,56
"3505","Peterborough","E06000031","Upper tier local authority","2020-03-30",6,46
"3506","Oxfordshire","E10000025","Upper tier local authority","2020-03-30",39,279
"3507","Oldham","E08000004","Upper tier local authority","2020-03-30",18,137
"3508","Nottinghamshire","E10000024","Upper tier local authority","2020-03-30",35,294
"3509","Nottingham","E06000018","Upper tier local authority","2020-03-30",11,118
"3510","Northumberland","E06000057","Upper tier local authority","2020-03-30",7,78
"3511","Northamptonshire","E10000021","Upper tier local authority","2020-03-30",53,264
"3512","North Yorkshire","E10000023","Upper tier local authority","2020-03-30",31,165
"3513","North Tyneside","E08000022","Upper tier local authority","2020-03-30",3,75
"3514","North Somerset","E06000024","Upper tier local authority","2020-03-30",8,51
"3515","North Lincolnshire","E06000013","Upper tier local authority","2020-03-30",3,26
"3516","North East Lincolnshire","E06000012","Upper tier local authority","2020-03-30",4,29
"3517","Norfolk","E10000020","Upper tier local authority","2020-03-30",27,204
"3518","Newham","E09000025","Upper tier local authority","2020-03-30",37,326
"3519","Newcastle upon Tyne","E08000021","Upper tier local authority","2020-03-30",19,206
"3520","Milton Keynes","E06000042","Upper tier local authority","2020-03-30",14,132
"3521","Middlesbrough","E06000002","Upper tier local authority","2020-03-30",17,72
"3522","Merton","E09000024","Upper tier local authority","2020-03-30",23,247
"3523","Medway","E06000035","Upper tier local authority","2020-03-30",10,119
"3524","Manchester","E08000003","Upper tier local authority","2020-03-30",24,195
"3525","Luton","E06000032","Upper tier local authority","2020-03-30",16,125
"3526","Liverpool","E08000012","Upper tier local authority","2020-03-30",43,306
"3527","Lincolnshire","E10000019","Upper tier local authority","2020-03-30",28,171
"3528","Lewisham","E09000023","Upper tier local authority","2020-03-30",27,320
"3529","Leicestershire","E10000018","Upper tier local authority","2020-03-30",14,208
"3530","Leicester","E06000016","Upper tier local authority","2020-03-30",5,107
"3531","Leeds","E08000035","Upper tier local authority","2020-03-30",27,213
"3532","Lancashire","E10000017","Upper tier local authority","2020-03-30",97,480
"3533","Lambeth","E09000022","Upper tier local authority","2020-03-30",52,508
"3534","Knowsley","E08000011","Upper tier local authority","2020-03-30",22,84
"3535","Kirklees","E08000034","Upper tier local authority","2020-03-30",19,108
"3536","Kingston upon Thames","E09000021","Upper tier local authority","2020-03-30",19,139
"3537","Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-03-30",3,19
"3538","Kent","E10000016","Upper tier local authority","2020-03-30",62,543
"3539","Kensington and Chelsea","E09000020","Upper tier local authority","2020-03-30",22,209
"3540","Islington","E09000019","Upper tier local authority","2020-03-30",18,194
"3541","Isle of Wight","E06000046","Upper tier local authority","2020-03-30",3,18
"3542","Hounslow","E09000018","Upper tier local authority","2020-03-30",24,234
"3543","Hillingdon","E09000017","Upper tier local authority","2020-03-30",19,243
"3544","Hertfordshire","E10000015","Upper tier local authority","2020-03-30",86,628
"3545","Herefordshire, County of","E06000019","Upper tier local authority","2020-03-30",5,40
"3546","Havering","E09000016","Upper tier local authority","2020-03-30",16,150
"3547","Hartlepool","E06000001","Upper tier local authority","2020-03-30",5,17
"3548","Harrow","E09000015","Upper tier local authority","2020-03-30",29,367
"3549","Haringey","E09000014","Upper tier local authority","2020-03-30",20,219
"3550","Hampshire","E10000014","Upper tier local authority","2020-03-30",85,700
"3551","Hammersmith and Fulham","E09000013","Upper tier local authority","2020-03-30",12,195
"3552","Halton","E06000006","Upper tier local authority","2020-03-30",12,48
"3553","Hackney","E09000012","Upper tier local authority","2020-03-30",18,222
"3554","Greenwich","E09000011","Upper tier local authority","2020-03-30",13,221
"3555","Gloucestershire","E10000013","Upper tier local authority","2020-03-30",33,210
"3556","Gateshead","E08000037","Upper tier local authority","2020-03-30",30,83
"3557","Essex","E10000012","Upper tier local authority","2020-03-30",76,611
"3558","Enfield","E09000010","Upper tier local authority","2020-03-30",26,263
"3559","East Sussex","E10000011","Upper tier local authority","2020-03-30",14,117
"3560","East Riding of Yorkshire","E06000011","Upper tier local authority","2020-03-30",12,62
"3561","Ealing","E09000009","Upper tier local authority","2020-03-30",28,382
"3562","Dudley","E08000027","Upper tier local authority","2020-03-30",28,216
"3563","Dorset","E06000059","Upper tier local authority","2020-03-30",12,77
"3564","Doncaster","E08000017","Upper tier local authority","2020-03-30",19,112
"3565","Devon","E10000008","Upper tier local authority","2020-03-30",9,137
"3566","Derbyshire","E10000007","Upper tier local authority","2020-03-30",39,367
"3567","Derby","E06000015","Upper tier local authority","2020-03-30",22,186
"3568","Darlington","E06000005","Upper tier local authority","2020-03-30",9,26
"3569","Cumbria","E10000006","Upper tier local authority","2020-03-30",34,491
"3570","Croydon","E09000008","Upper tier local authority","2020-03-30",56,468
"3571","Coventry","E08000026","Upper tier local authority","2020-03-30",23,178
"3572","County Durham","E06000047","Upper tier local authority","2020-03-30",20,126
"3573","Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-03-30",11,106
"3574","City of London","E09000001","Upper tier local authority","2020-03-30",2,10
"3575","Cheshire West and Chester","E06000050","Upper tier local authority","2020-03-30",16,110
"3576","Cheshire East","E06000049","Upper tier local authority","2020-03-30",12,110
"3577","Central Bedfordshire","E06000056","Upper tier local authority","2020-03-30",11,103
"3578","Camden","E09000007","Upper tier local authority","2020-03-30",17,227
"3579","Cambridgeshire","E10000003","Upper tier local authority","2020-03-30",25,181
"3580","Calderdale","E08000033","Upper tier local authority","2020-03-30",12,52
"3581","Bury","E08000002","Upper tier local authority","2020-03-30",16,94
"3582","Buckinghamshire","E10000002","Upper tier local authority","2020-03-30",29,224
"3583","Bromley","E09000006","Upper tier local authority","2020-03-30",39,368
"3584","Bristol, City of","E06000023","Upper tier local authority","2020-03-30",17,133
"3585","Brighton and Hove","E06000043","Upper tier local authority","2020-03-30",6,88
"3586","Brent","E09000005","Upper tier local authority","2020-03-30",57,544
"3587","Bradford","E08000032","Upper tier local authority","2020-03-30",23,129
"3588","Bracknell Forest","E06000036","Upper tier local authority","2020-03-30",3,37
"3589","Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-03-30",13,71
"3590","Bolton","E08000001","Upper tier local authority","2020-03-30",17,80
"3591","Blackpool","E06000009","Upper tier local authority","2020-03-30",6,32
"3592","Blackburn with Darwen","E06000008","Upper tier local authority","2020-03-30",8,38
"3593","Birmingham","E08000025","Upper tier local authority","2020-03-30",123,932
"3594","Bexley","E09000004","Upper tier local authority","2020-03-30",15,181
"3595","Bedford","E06000055","Upper tier local authority","2020-03-30",7,77
"3596","Bath and North East Somerset","E06000022","Upper tier local authority","2020-03-30",5,52
