"","Area.name","Area.code","Area.type","Specimen.date","Daily.lab.confirmed.cases","Cumulative.lab.confirmed.cases"
"6149","Stockton-on-Tees","E06000004","Upper tier local authority","2020-03-11",1,4
"6150","Stockport","E08000007","Upper tier local authority","2020-03-11",2,5
"6151","Staffordshire","E10000028","Upper tier local authority","2020-03-11",1,7
"6152","St. Helens","E08000013","Upper tier local authority","2020-03-11",1,1
"6153","Southwark","E09000028","Upper tier local authority","2020-03-11",11,35
"6154","South Gloucestershire","E06000025","Upper tier local authority","2020-03-11",3,6
"6155","Somerset","E10000027","Upper tier local authority","2020-03-11",2,5
"6156","Solihull","E08000029","Upper tier local authority","2020-03-11",1,1
"6157","Slough","E06000039","Upper tier local authority","2020-03-11",5,10
"6158","Shropshire","E06000051","Upper tier local authority","2020-03-11",7,12
"6159","Sandwell","E08000028","Upper tier local authority","2020-03-11",2,2
"6160","Rochdale","E08000005","Upper tier local authority","2020-03-11",1,3
"6161","Richmond upon Thames","E09000027","Upper tier local authority","2020-03-11",1,3
"6162","Oxfordshire","E10000025","Upper tier local authority","2020-03-11",5,23
"6163","Nottinghamshire","E10000024","Upper tier local authority","2020-03-11",6,15
"6164","Northamptonshire","E10000021","Upper tier local authority","2020-03-11",4,12
"6165","North Somerset","E06000024","Upper tier local authority","2020-03-11",5,6
"6166","Norfolk","E10000020","Upper tier local authority","2020-03-11",1,2
"6167","Newham","E09000025","Upper tier local authority","2020-03-11",3,5
"6168","Merton","E09000024","Upper tier local authority","2020-03-11",7,17
"6169","Medway","E06000035","Upper tier local authority","2020-03-11",4,7
"6170","Manchester","E08000003","Upper tier local authority","2020-03-11",1,8
"6171","Lincolnshire","E10000019","Upper tier local authority","2020-03-11",2,8
"6172","Lewisham","E09000023","Upper tier local authority","2020-03-11",5,9
"6173","Leicestershire","E10000018","Upper tier local authority","2020-03-11",4,11
"6174","Leicester","E06000016","Upper tier local authority","2020-03-11",1,1
"6175","Leeds","E08000035","Upper tier local authority","2020-03-11",3,11
"6176","Lancashire","E10000017","Upper tier local authority","2020-03-11",2,7
"6177","Lambeth","E09000022","Upper tier local authority","2020-03-11",14,29
"6178","Kirklees","E08000034","Upper tier local authority","2020-03-11",1,3
"6179","Kingston upon Thames","E09000021","Upper tier local authority","2020-03-11",1,3
"6180","Kent","E10000016","Upper tier local authority","2020-03-11",3,16
"6181","Kensington and Chelsea","E09000020","Upper tier local authority","2020-03-11",10,43
"6182","Islington","E09000019","Upper tier local authority","2020-03-11",2,6
"6183","Hounslow","E09000018","Upper tier local authority","2020-03-11",6,12
"6184","Hillingdon","E09000017","Upper tier local authority","2020-03-11",3,11
"6185","Hertfordshire","E10000015","Upper tier local authority","2020-03-11",6,32
"6186","Havering","E09000016","Upper tier local authority","2020-03-11",2,5
"6187","Harrow","E09000015","Upper tier local authority","2020-03-11",5,12
"6188","Haringey","E09000014","Upper tier local authority","2020-03-11",6,12
"6189","Hampshire","E10000014","Upper tier local authority","2020-03-11",9,28
"6190","Hammersmith and Fulham","E09000013","Upper tier local authority","2020-03-11",11,20
"6191","Hackney","E09000012","Upper tier local authority","2020-03-11",8,14
"6192","Greenwich","E09000011","Upper tier local authority","2020-03-11",4,8
"6193","Gloucestershire","E10000013","Upper tier local authority","2020-03-11",2,7
"6194","Essex","E10000012","Upper tier local authority","2020-03-11",3,11
"6195","Enfield","E09000010","Upper tier local authority","2020-03-11",2,11
"6196","East Sussex","E10000011","Upper tier local authority","2020-03-11",3,3
"6197","East Riding of Yorkshire","E06000011","Upper tier local authority","2020-03-11",2,4
"6198","Ealing","E09000009","Upper tier local authority","2020-03-11",10,23
"6199","Dorset","E06000059","Upper tier local authority","2020-03-11",1,2
"6200","Devon","E10000008","Upper tier local authority","2020-03-11",1,22
"6201","Derbyshire","E10000007","Upper tier local authority","2020-03-11",6,19
"6202","Derby","E06000015","Upper tier local authority","2020-03-11",2,5
"6203","Cumbria","E10000006","Upper tier local authority","2020-03-11",3,12
"6204","Croydon","E09000008","Upper tier local authority","2020-03-11",5,7
"6205","Coventry","E08000026","Upper tier local authority","2020-03-11",2,5
"6206","Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-03-11",1,8
"6207","Cheshire West and Chester","E06000050","Upper tier local authority","2020-03-11",2,5
"6208","Cheshire East","E06000049","Upper tier local authority","2020-03-11",1,2
"6209","Central Bedfordshire","E06000056","Upper tier local authority","2020-03-11",1,3
"6210","Camden","E09000007","Upper tier local authority","2020-03-11",10,20
"6211","Cambridgeshire","E10000003","Upper tier local authority","2020-03-11",1,6
"6212","Calderdale","E08000033","Upper tier local authority","2020-03-11",2,3
"6213","Buckinghamshire","E10000002","Upper tier local authority","2020-03-11",4,18
"6214","Bromley","E09000006","Upper tier local authority","2020-03-11",5,10
"6215","Brent","E09000005","Upper tier local authority","2020-03-11",10,20
"6216","Bolton","E08000001","Upper tier local authority","2020-03-11",2,5
"6217","Birmingham","E08000025","Upper tier local authority","2020-03-11",6,15
"6218","Bexley","E09000004","Upper tier local authority","2020-03-11",4,8
"6219","Bath and North East Somerset","E06000022","Upper tier local authority","2020-03-11",1,1
"6220","Barnsley","E08000016","Upper tier local authority","2020-03-11",1,4
"6221","Barnet","E09000003","Upper tier local authority","2020-03-11",11,27
"6222","Barking and Dagenham","E09000002","Upper tier local authority","2020-03-11",1,4
"6223","Yorkshire and The Humber","E12000003","Region","2020-03-11",10,63
"6224","West Midlands","E12000005","Region","2020-03-11",40,96
"6225","South West","E12000009","Region","2020-03-11",19,83
"6226","South East","E12000008","Region","2020-03-11",46,169
"6227","North West","E12000002","Region","2020-03-11",17,86
"6228","North East","E12000001","Region","2020-03-11",1,15
"6229","London","E12000007","Region","2020-03-11",184,462
"6230","East of England","E12000006","Region","2020-03-11",13,61
"6231","East Midlands","E12000004","Region","2020-03-11",25,77
"6232","England","E92000001","Nation","2020-03-11",365,1150
"6233","York","E06000014","Upper tier local authority","2020-03-10",1,3
"6234","Worcestershire","E10000034","Upper tier local authority","2020-03-10",3,6
"6235","Wolverhampton","E08000031","Upper tier local authority","2020-03-10",3,8
"6236","Wokingham","E06000041","Upper tier local authority","2020-03-10",2,5
"6237","Windsor and Maidenhead","E06000040","Upper tier local authority","2020-03-10",2,4
"6238","Wiltshire","E06000054","Upper tier local authority","2020-03-10",1,5
"6239","Westminster","E09000033","Upper tier local authority","2020-03-10",6,24
"6240","Warwickshire","E10000031","Upper tier local authority","2020-03-10",3,11
"6241","Wandsworth","E09000032","Upper tier local authority","2020-03-10",9,16
"6242","Walsall","E08000030","Upper tier local authority","2020-03-10",1,2
"6243","Trafford","E08000009","Upper tier local authority","2020-03-10",3,7
"6244","Tower Hamlets","E09000030","Upper tier local authority","2020-03-10",2,10
"6245","Thurrock","E06000034","Upper tier local authority","2020-03-10",1,1
"6246","Telford and Wrekin","E06000020","Upper tier local authority","2020-03-10",1,1
"6247","Tameside","E08000008","Upper tier local authority","2020-03-10",1,2
"6248","Sutton","E09000029","Upper tier local authority","2020-03-10",2,6
"6249","Surrey","E10000030","Upper tier local authority","2020-03-10",5,16
"6250","Stockton-on-Tees","E06000004","Upper tier local authority","2020-03-10",2,3
"6251","Stockport","E08000007","Upper tier local authority","2020-03-10",1,3
"6252","Staffordshire","E10000028","Upper tier local authority","2020-03-10",1,6
"6253","Southwark","E09000028","Upper tier local authority","2020-03-10",6,24
"6254","Southampton","E06000045","Upper tier local authority","2020-03-10",2,3
"6255","Somerset","E10000027","Upper tier local authority","2020-03-10",2,3
"6256","Shropshire","E06000051","Upper tier local authority","2020-03-10",2,5
"6257","Sheffield","E08000019","Upper tier local authority","2020-03-10",6,18
"6258","Salford","E08000006","Upper tier local authority","2020-03-10",1,1
"6259","Rotherham","E08000018","Upper tier local authority","2020-03-10",1,4
"6260","Rochdale","E08000005","Upper tier local authority","2020-03-10",1,2
"6261","Redcar and Cleveland","E06000003","Upper tier local authority","2020-03-10",1,1
"6262","Reading","E06000038","Upper tier local authority","2020-03-10",1,2
"6263","Plymouth","E06000026","Upper tier local authority","2020-03-10",1,1
"6264","Oxfordshire","E10000025","Upper tier local authority","2020-03-10",6,18
"6265","Oldham","E08000004","Upper tier local authority","2020-03-10",2,6
"6266","Nottinghamshire","E10000024","Upper tier local authority","2020-03-10",1,9
"6267","Nottingham","E06000018","Upper tier local authority","2020-03-10",2,6
"6268","North Yorkshire","E10000023","Upper tier local authority","2020-03-10",2,5
"6269","Norfolk","E10000020","Upper tier local authority","2020-03-10",1,1
"6270","Newham","E09000025","Upper tier local authority","2020-03-10",1,2
"6271","Newcastle upon Tyne","E08000021","Upper tier local authority","2020-03-10",1,5
"6272","Merton","E09000024","Upper tier local authority","2020-03-10",6,10
"6273","Manchester","E08000003","Upper tier local authority","2020-03-10",1,7
"6274","Liverpool","E08000012","Upper tier local authority","2020-03-10",1,6
"6275","Lincolnshire","E10000019","Upper tier local authority","2020-03-10",4,6
"6276","Lewisham","E09000023","Upper tier local authority","2020-03-10",1,4
"6277","Lambeth","E09000022","Upper tier local authority","2020-03-10",8,15
"6278","Kirklees","E08000034","Upper tier local authority","2020-03-10",1,2
"6279","Kent","E10000016","Upper tier local authority","2020-03-10",4,13
"6280","Kensington and Chelsea","E09000020","Upper tier local authority","2020-03-10",10,33
"6281","Islington","E09000019","Upper tier local authority","2020-03-10",2,4
"6282","Isle of Wight","E06000046","Upper tier local authority","2020-03-10",1,2
"6283","Hounslow","E09000018","Upper tier local authority","2020-03-10",2,6
"6284","Hillingdon","E09000017","Upper tier local authority","2020-03-10",2,8
"6285","Hertfordshire","E10000015","Upper tier local authority","2020-03-10",5,26
"6286","Harrow","E09000015","Upper tier local authority","2020-03-10",1,7
"6287","Haringey","E09000014","Upper tier local authority","2020-03-10",3,6
"6288","Hampshire","E10000014","Upper tier local authority","2020-03-10",2,19
"6289","Hammersmith and Fulham","E09000013","Upper tier local authority","2020-03-10",3,9
"6290","Hackney","E09000012","Upper tier local authority","2020-03-10",1,6
"6291","Greenwich","E09000011","Upper tier local authority","2020-03-10",3,4
"6292","Essex","E10000012","Upper tier local authority","2020-03-10",2,8
"6293","Enfield","E09000010","Upper tier local authority","2020-03-10",5,9
"6294","East Riding of Yorkshire","E06000011","Upper tier local authority","2020-03-10",2,2
"6295","Ealing","E09000009","Upper tier local authority","2020-03-10",5,13
"6296","Dudley","E08000027","Upper tier local authority","2020-03-10",1,4
"6297","Dorset","E06000059","Upper tier local authority","2020-03-10",1,1
"6298","Doncaster","E08000017","Upper tier local authority","2020-03-10",2,2
"6299","Devon","E10000008","Upper tier local authority","2020-03-10",1,21
"6300","Derbyshire","E10000007","Upper tier local authority","2020-03-10",2,13
"6301","Derby","E06000015","Upper tier local authority","2020-03-10",2,3
"6302","Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-03-10",1,7
"6303","Cheshire West and Chester","E06000050","Upper tier local authority","2020-03-10",2,3
"6304","Cheshire East","E06000049","Upper tier local authority","2020-03-10",1,1
"6305","Central Bedfordshire","E06000056","Upper tier local authority","2020-03-10",2,2
"6306","Camden","E09000007","Upper tier local authority","2020-03-10",2,10
"6307","Cambridgeshire","E10000003","Upper tier local authority","2020-03-10",3,5
"6308","Calderdale","E08000033","Upper tier local authority","2020-03-10",1,1
"6309","Buckinghamshire","E10000002","Upper tier local authority","2020-03-10",7,14
"6310","Bromley","E09000006","Upper tier local authority","2020-03-10",2,5
"6311","Bristol, City of","E06000023","Upper tier local authority","2020-03-10",1,4
"6312","Brighton and Hove","E06000043","Upper tier local authority","2020-03-10",2,6
"6313","Brent","E09000005","Upper tier local authority","2020-03-10",4,10
"6314","Bradford","E08000032","Upper tier local authority","2020-03-10",2,3
"6315","Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-03-10",2,5
"6316","Blackpool","E06000009","Upper tier local authority","2020-03-10",1,1
"6317","Birmingham","E08000025","Upper tier local authority","2020-03-10",4,9
"6318","Bexley","E09000004","Upper tier local authority","2020-03-10",2,4
"6319","Barnet","E09000003","Upper tier local authority","2020-03-10",3,16
"6320","Yorkshire and The Humber","E12000003","Region","2020-03-10",18,53
"6321","West Midlands","E12000005","Region","2020-03-10",19,56
"6322","South West","E12000009","Region","2020-03-10",10,64
"6323","South East","E12000008","Region","2020-03-10",34,123
"6324","North West","E12000002","Region","2020-03-10",15,69
"6325","North East","E12000001","Region","2020-03-10",4,14
"6326","London","E12000007","Region","2020-03-10",91,278
"6327","East of England","E12000006","Region","2020-03-10",14,48
"6328","East Midlands","E12000004","Region","2020-03-10",11,52
"6329","England","E92000001","Nation","2020-03-10",222,785
"6330","Worcestershire","E10000034","Upper tier local authority","2020-03-09",2,3
"6331","Windsor and Maidenhead","E06000040","Upper tier local authority","2020-03-09",1,2
"6332","Westminster","E09000033","Upper tier local authority","2020-03-09",6,18
"6333","West Sussex","E10000032","Upper tier local authority","2020-03-09",2,5
"6334","Warwickshire","E10000031","Upper tier local authority","2020-03-09",1,8
"6335","Warrington","E06000007","Upper tier local authority","2020-03-09",1,1
"6336","Wandsworth","E09000032","Upper tier local authority","2020-03-09",2,7
"6337","Waltham Forest","E09000031","Upper tier local authority","2020-03-09",1,3
"6338","Tower Hamlets","E09000030","Upper tier local authority","2020-03-09",2,8
"6339","Sutton","E09000029","Upper tier local authority","2020-03-09",1,4
"6340","Surrey","E10000030","Upper tier local authority","2020-03-09",3,11
"6341","Stockton-on-Tees","E06000004","Upper tier local authority","2020-03-09",1,1
"6342","Staffordshire","E10000028","Upper tier local authority","2020-03-09",1,5
"6343","Southwark","E09000028","Upper tier local authority","2020-03-09",7,18
"6344","Southend-on-Sea","E06000033","Upper tier local authority","2020-03-09",1,2
"6345","South Gloucestershire","E06000025","Upper tier local authority","2020-03-09",2,3
"6346","Slough","E06000039","Upper tier local authority","2020-03-09",1,5
"6347","Shropshire","E06000051","Upper tier local authority","2020-03-09",1,3
"6348","Sefton","E08000014","Upper tier local authority","2020-03-09",1,1
"6349","Rotherham","E08000018","Upper tier local authority","2020-03-09",2,3
"6350","Rochdale","E08000005","Upper tier local authority","2020-03-09",1,1
"6351","Portsmouth","E06000044","Upper tier local authority","2020-03-09",1,1
"6352","Oxfordshire","E10000025","Upper tier local authority","2020-03-09",3,12
"6353","Nottingham","E06000018","Upper tier local authority","2020-03-09",1,4
"6354","Northamptonshire","E10000021","Upper tier local authority","2020-03-09",2,8
"6355","North Yorkshire","E10000023","Upper tier local authority","2020-03-09",1,3
"6356","North Tyneside","E08000022","Upper tier local authority","2020-03-09",1,2
"6357","North Somerset","E06000024","Upper tier local authority","2020-03-09",1,1
"6358","Newham","E09000025","Upper tier local authority","2020-03-09",1,1
"6359","Merton","E09000024","Upper tier local authority","2020-03-09",1,4
"6360","Manchester","E08000003","Upper tier local authority","2020-03-09",2,6
"6361","Lincolnshire","E10000019","Upper tier local authority","2020-03-09",1,2
"6362","Leicestershire","E10000018","Upper tier local authority","2020-03-09",3,7
"6363","Leeds","E08000035","Upper tier local authority","2020-03-09",3,8
"6364","Lancashire","E10000017","Upper tier local authority","2020-03-09",1,5
"6365","Lambeth","E09000022","Upper tier local authority","2020-03-09",2,7
"6366","Kirklees","E08000034","Upper tier local authority","2020-03-09",1,1
"6367","Kent","E10000016","Upper tier local authority","2020-03-09",2,9
"6368","Kensington and Chelsea","E09000020","Upper tier local authority","2020-03-09",4,23
"6369","Hertfordshire","E10000015","Upper tier local authority","2020-03-09",2,21
"6370","Havering","E09000016","Upper tier local authority","2020-03-09",1,3
"6371","Harrow","E09000015","Upper tier local authority","2020-03-09",5,6
"6372","Haringey","E09000014","Upper tier local authority","2020-03-09",2,3
"6373","Hampshire","E10000014","Upper tier local authority","2020-03-09",7,17
"6374","Hammersmith and Fulham","E09000013","Upper tier local authority","2020-03-09",3,6
"6375","Hackney","E09000012","Upper tier local authority","2020-03-09",2,5
"6376","Gloucestershire","E10000013","Upper tier local authority","2020-03-09",1,5
"6377","Essex","E10000012","Upper tier local authority","2020-03-09",1,6
"6378","Enfield","E09000010","Upper tier local authority","2020-03-09",1,4
"6379","Dudley","E08000027","Upper tier local authority","2020-03-09",2,3
"6380","Derbyshire","E10000007","Upper tier local authority","2020-03-09",3,11
"6381","Cumbria","E10000006","Upper tier local authority","2020-03-09",1,9
"6382","Croydon","E09000008","Upper tier local authority","2020-03-09",1,2
"6383","County Durham","E06000047","Upper tier local authority","2020-03-09",1,1
"6384","Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-03-09",1,6
"6385","Camden","E09000007","Upper tier local authority","2020-03-09",2,8
"6386","Buckinghamshire","E10000002","Upper tier local authority","2020-03-09",2,7
"6387","Bromley","E09000006","Upper tier local authority","2020-03-09",1,3
"6388","Brent","E09000005","Upper tier local authority","2020-03-09",3,6
"6389","Bracknell Forest","E06000036","Upper tier local authority","2020-03-09",2,3
"6390","Birmingham","E08000025","Upper tier local authority","2020-03-09",1,5
"6391","Bexley","E09000004","Upper tier local authority","2020-03-09",2,2
"6392","Barnet","E09000003","Upper tier local authority","2020-03-09",3,13
"6393","Barking and Dagenham","E09000002","Upper tier local authority","2020-03-09",1,3
"6394","Yorkshire and The Humber","E12000003","Region","2020-03-09",7,35
"6395","West Midlands","E12000005","Region","2020-03-09",8,37
"6396","South West","E12000009","Region","2020-03-09",5,54
"6397","South East","E12000008","Region","2020-03-09",24,89
"6398","North West","E12000002","Region","2020-03-09",7,54
"6399","North East","E12000001","Region","2020-03-09",3,10
"6400","London","E12000007","Region","2020-03-09",54,187
"6401","East of England","E12000006","Region","2020-03-09",4,34
"6402","East Midlands","E12000004","Region","2020-03-09",10,41
"6403","England","E92000001","Nation","2020-03-09",125,563
"6404","Wolverhampton","E08000031","Upper tier local authority","2020-03-08",1,5
"6405","Wirral","E08000015","Upper tier local authority","2020-03-08",2,3
"6406","Westminster","E09000033","Upper tier local authority","2020-03-08",1,12
"6407","Wandsworth","E09000032","Upper tier local authority","2020-03-08",2,5
"6408","Tower Hamlets","E09000030","Upper tier local authority","2020-03-08",1,6
"6409","Surrey","E10000030","Upper tier local authority","2020-03-08",2,8
"6410","Southwark","E09000028","Upper tier local authority","2020-03-08",2,11
"6411","South Gloucestershire","E06000025","Upper tier local authority","2020-03-08",1,1
"6412","Slough","E06000039","Upper tier local authority","2020-03-08",3,4
"6413","Shropshire","E06000051","Upper tier local authority","2020-03-08",1,2
"6414","Sheffield","E08000019","Upper tier local authority","2020-03-08",3,12
"6415","Reading","E06000038","Upper tier local authority","2020-03-08",1,1
"6416","Oxfordshire","E10000025","Upper tier local authority","2020-03-08",1,9
"6417","Kingston upon Thames","E09000021","Upper tier local authority","2020-03-08",1,2
"6418","Kent","E10000016","Upper tier local authority","2020-03-08",1,7
"6419","Kensington and Chelsea","E09000020","Upper tier local authority","2020-03-08",2,19
"6420","Islington","E09000019","Upper tier local authority","2020-03-08",1,2
"6421","Hillingdon","E09000017","Upper tier local authority","2020-03-08",2,6
"6422","Hertfordshire","E10000015","Upper tier local authority","2020-03-08",2,19
"6423","Haringey","E09000014","Upper tier local authority","2020-03-08",1,1
"6424","Hampshire","E10000014","Upper tier local authority","2020-03-08",1,10
"6425","Hackney","E09000012","Upper tier local authority","2020-03-08",1,3
"6426","Gloucestershire","E10000013","Upper tier local authority","2020-03-08",1,4
"6427","Enfield","E09000010","Upper tier local authority","2020-03-08",1,3
"6428","Ealing","E09000009","Upper tier local authority","2020-03-08",1,8
"6429","Devon","E10000008","Upper tier local authority","2020-03-08",1,20
"6430","Derbyshire","E10000007","Upper tier local authority","2020-03-08",1,8
"6431","Cumbria","E10000006","Upper tier local authority","2020-03-08",3,8
"6432","Coventry","E08000026","Upper tier local authority","2020-03-08",1,3
"6433","Camden","E09000007","Upper tier local authority","2020-03-08",2,6
"6434","Buckinghamshire","E10000002","Upper tier local authority","2020-03-08",1,5
"6435","Bromley","E09000006","Upper tier local authority","2020-03-08",1,2
"6436","Brent","E09000005","Upper tier local authority","2020-03-08",1,3
"6437","Birmingham","E08000025","Upper tier local authority","2020-03-08",1,4
"6438","Barnet","E09000003","Upper tier local authority","2020-03-08",1,10
"6439","Barking and Dagenham","E09000002","Upper tier local authority","2020-03-08",1,2
"6440","Yorkshire and The Humber","E12000003","Region","2020-03-08",3,28
"6441","West Midlands","E12000005","Region","2020-03-08",4,29
"6442","South West","E12000009","Region","2020-03-08",3,49
"6443","South East","E12000008","Region","2020-03-08",10,65
"6444","North West","E12000002","Region","2020-03-08",5,47
"6445","London","E12000007","Region","2020-03-08",22,133
"6446","East of England","E12000006","Region","2020-03-08",2,30
"6447","East Midlands","E12000004","Region","2020-03-08",1,31
"6448","England","E92000001","Nation","2020-03-08",50,438
"6449","Wolverhampton","E08000031","Upper tier local authority","2020-03-07",3,4
"6450","Westminster","E09000033","Upper tier local authority","2020-03-07",2,11
"6451","West Berkshire","E06000037","Upper tier local authority","2020-03-07",1,1
"6452","Tower Hamlets","E09000030","Upper tier local authority","2020-03-07",1,5
"6453","Torbay","E06000027","Upper tier local authority","2020-03-07",1,6
"6454","Sutton","E09000029","Upper tier local authority","2020-03-07",1,3
"6455","Sunderland","E08000024","Upper tier local authority","2020-03-07",1,1
"6456","Suffolk","E10000029","Upper tier local authority","2020-03-07",1,1
"6457","Southwark","E09000028","Upper tier local authority","2020-03-07",1,9
"6458","Shropshire","E06000051","Upper tier local authority","2020-03-07",1,1
"6459","Sheffield","E08000019","Upper tier local authority","2020-03-07",3,9
"6460","Oxfordshire","E10000025","Upper tier local authority","2020-03-07",1,8
"6461","Oldham","E08000004","Upper tier local authority","2020-03-07",2,4
"6462","Nottinghamshire","E10000024","Upper tier local authority","2020-03-07",2,8
"6463","Nottingham","E06000018","Upper tier local authority","2020-03-07",1,3
"6464","Northamptonshire","E10000021","Upper tier local authority","2020-03-07",1,6
"6465","Newcastle upon Tyne","E08000021","Upper tier local authority","2020-03-07",1,4
"6466","Liverpool","E08000012","Upper tier local authority","2020-03-07",1,5
"6467","Lewisham","E09000023","Upper tier local authority","2020-03-07",1,3
"6468","Leeds","E08000035","Upper tier local authority","2020-03-07",2,5
"6469","Lambeth","E09000022","Upper tier local authority","2020-03-07",2,5
"6470","Kensington and Chelsea","E09000020","Upper tier local authority","2020-03-07",1,17
"6471","Hertfordshire","E10000015","Upper tier local authority","2020-03-07",2,17
"6472","Greenwich","E09000011","Upper tier local authority","2020-03-07",1,1
"6473","Ealing","E09000009","Upper tier local authority","2020-03-07",1,7
"6474","Dudley","E08000027","Upper tier local authority","2020-03-07",1,1
"6475","Cumbria","E10000006","Upper tier local authority","2020-03-07",1,5
"6476","Croydon","E09000008","Upper tier local authority","2020-03-07",1,1
"6477","Camden","E09000007","Upper tier local authority","2020-03-07",1,4
"6478","Bury","E08000002","Upper tier local authority","2020-03-07",1,4
"6479","Buckinghamshire","E10000002","Upper tier local authority","2020-03-07",1,4
"6480","Bristol, City of","E06000023","Upper tier local authority","2020-03-07",1,3
"6481","Brighton and Hove","E06000043","Upper tier local authority","2020-03-07",1,4
"6482","Brent","E09000005","Upper tier local authority","2020-03-07",1,2
"6483","Bolton","E08000001","Upper tier local authority","2020-03-07",1,3
"6484","Yorkshire and The Humber","E12000003","Region","2020-03-07",5,25
"6485","West Midlands","E12000005","Region","2020-03-07",5,25
"6486","South West","E12000009","Region","2020-03-07",2,46
"6487","South East","E12000008","Region","2020-03-07",4,55
"6488","North West","E12000002","Region","2020-03-07",6,42
"6489","North East","E12000001","Region","2020-03-07",2,7
"6490","London","E12000007","Region","2020-03-07",14,111
"6491","East of England","E12000006","Region","2020-03-07",3,28
"6492","East Midlands","E12000004","Region","2020-03-07",4,30
"6493","England","E92000001","Nation","2020-03-07",47,388
"6494","Windsor and Maidenhead","E06000040","Upper tier local authority","2020-03-06",1,1
"6495","Westminster","E09000033","Upper tier local authority","2020-03-06",5,9
"6496","Waltham Forest","E09000031","Upper tier local authority","2020-03-06",1,2
"6497","Tower Hamlets","E09000030","Upper tier local authority","2020-03-06",1,4
"6498","Torbay","E06000027","Upper tier local authority","2020-03-06",1,5
"6499","Tameside","E08000008","Upper tier local authority","2020-03-06",1,1
"6500","Swindon","E06000030","Upper tier local authority","2020-03-06",1,2
"6501","Sutton","E09000029","Upper tier local authority","2020-03-06",1,2
"6502","Surrey","E10000030","Upper tier local authority","2020-03-06",2,6
"6503","Southwark","E09000028","Upper tier local authority","2020-03-06",2,8
"6504","Somerset","E10000027","Upper tier local authority","2020-03-06",1,1
"6505","Slough","E06000039","Upper tier local authority","2020-03-06",1,1
"6506","Richmond upon Thames","E09000027","Upper tier local authority","2020-03-06",2,2
"6507","Oxfordshire","E10000025","Upper tier local authority","2020-03-06",3,7
"6508","Nottinghamshire","E10000024","Upper tier local authority","2020-03-06",2,6
"6509","Northamptonshire","E10000021","Upper tier local authority","2020-03-06",2,5
"6510","North Yorkshire","E10000023","Upper tier local authority","2020-03-06",1,2
"6511","North Lincolnshire","E06000013","Upper tier local authority","2020-03-06",1,1
"6512","Milton Keynes","E06000042","Upper tier local authority","2020-03-06",1,3
"6513","Merton","E09000024","Upper tier local authority","2020-03-06",2,3
"6514","Liverpool","E08000012","Upper tier local authority","2020-03-06",1,4
"6515","Leicestershire","E10000018","Upper tier local authority","2020-03-06",1,4
"6516","Lambeth","E09000022","Upper tier local authority","2020-03-06",1,3
"6517","Kent","E10000016","Upper tier local authority","2020-03-06",1,6
"6518","Hertfordshire","E10000015","Upper tier local authority","2020-03-06",4,15
"6519","Herefordshire, County of","E06000019","Upper tier local authority","2020-03-06",1,1
"6520","Havering","E09000016","Upper tier local authority","2020-03-06",2,2
"6521","Hampshire","E10000014","Upper tier local authority","2020-03-06",6,9
"6522","Hammersmith and Fulham","E09000013","Upper tier local authority","2020-03-06",2,3
"6523","Hackney","E09000012","Upper tier local authority","2020-03-06",1,2
"6524","Essex","E10000012","Upper tier local authority","2020-03-06",1,5
"6525","Enfield","E09000010","Upper tier local authority","2020-03-06",1,2
"6526","Devon","E10000008","Upper tier local authority","2020-03-06",4,19
"6527","Derbyshire","E10000007","Upper tier local authority","2020-03-06",1,7
"6528","Derby","E06000015","Upper tier local authority","2020-03-06",1,1
"6529","Darlington","E06000005","Upper tier local authority","2020-03-06",1,1
"6530","Coventry","E08000026","Upper tier local authority","2020-03-06",1,2
"6531","Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-03-06",2,5
"6532","Camden","E09000007","Upper tier local authority","2020-03-06",1,3
"6533","Buckinghamshire","E10000002","Upper tier local authority","2020-03-06",1,3
"6534","Bristol, City of","E06000023","Upper tier local authority","2020-03-06",1,2
"6535","Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-03-06",1,3
"6536","Barnet","E09000003","Upper tier local authority","2020-03-06",1,9
"6537","Yorkshire and The Humber","E12000003","Region","2020-03-06",2,20
"6538","West Midlands","E12000005","Region","2020-03-06",2,20
"6539","South West","E12000009","Region","2020-03-06",11,44
"6540","South East","E12000008","Region","2020-03-06",16,51
"6541","North West","E12000002","Region","2020-03-06",2,36
"6542","North East","E12000001","Region","2020-03-06",1,5
"6543","London","E12000007","Region","2020-03-06",23,97
"6544","East of England","E12000006","Region","2020-03-06",5,25
"6545","East Midlands","E12000004","Region","2020-03-06",7,26
"6546","England","E92000001","Nation","2020-03-06",73,341
"6547","Wolverhampton","E08000031","Upper tier local authority","2020-03-05",1,1
"6548","Wokingham","E06000041","Upper tier local authority","2020-03-05",1,3
"6549","Wigan","E08000010","Upper tier local authority","2020-03-05",1,4
"6550","Westminster","E09000033","Upper tier local authority","2020-03-05",1,4
"6551","Warwickshire","E10000031","Upper tier local authority","2020-03-05",2,7
"6552","Waltham Forest","E09000031","Upper tier local authority","2020-03-05",1,1
